index	name	u	p	V	G	H	L
1.1.1.13.3	apprenticeship learning	0.0	0	0			
1.1.1.13.4	multi-agent reinforcement learning	0.0	0	0			
1.1.1.13.5	adversarial learning	0.0	0	0			
1.1.1.14	active learning	0.0	0	0			
1.1.1.15	semi-supervised learning	0.0	0	0			
1.1.1.16	markov decision processes	0.199	0.179	0		1.1.1.16. markov decision processes	
1.1.1.17	regret bounds	0.0	0	0			
1.1.1.2	boolean function learning	0.0	0	0			
1.1.1.3	unsupervised learning and clustering	0.0	0	0			
1.1.1.4	kernel methods	0.17	0.153	0.34	1.1.1.4.1. support vector machines; 1.1.1.4.3. modelling	1.1.1.4.2. gaussian processes	
1.1.1.4.1	support vector machines	0.0	0	0			
1.1.1.4.2	gaussian processes	0.17	0.153	0		1.1.1.4.2. gaussian processes	
1.1.1.4.3	modelling	0.0	0	0			
1.1.1.5	boosting	0.176	0.158	0		1.1.1.5. boosting	
1.1.1.6	bayesian analysis	0.0	0	0			
1.1.1.7	inductive inference	0.0	0	0			
1.1.1.8	online learning theory	0.0	0	0			
1.1.1.9	multi-agent learning	0.0	0	0			
1.1.2	database theory	0.398	0.358	4.379	1.1.2.1. data exchange; 1.1.2.3. data modeling; 1.1.2.4. database query languages; 1.1.2.5. database constraints theory; 1.1.2.6. database interoperability; 1.1.2.7. data structures and algorithms for data management; 1.1.2.8. database query processing and optimization; 1.1.2.9. data integration; 1.1.2.10. logic and databases; 1.1.2.11. theory of database privacy and security; 1.1.2.12.  inconsistent	1.1.2.2. data provenance	
1.1.2.1	data exchange	0.0	0	0			
1.1.2.10	logic and databases	0.0	0	0			
1.1.2.11	theory of database privacy and security	0.0	0	0			
1.1.2.12	 inconsistent	0.0	0	0			
1.1.2.2	data provenance	0.398	0.358	0		1.1.2.2. data provenance	
1.1.2.3	data modeling	0.0	0	0			
1.1.2.4	database query languages	0.0	0	0			
1.1.2.5	database constraints theory	0.0	0	0			
1.1.2.6	database interoperability	0.0	0	0			
1.1.2.7	data structures and algorithms for data management	0.0	0	0			
1.1.2.8	database query processing and optimization	0.0	0	0			
1.1.2.9	data integration	0.0	0	0			
2	mathematics of computing	0.0	0	1.0	2. mathematics of computing		
3	information systems	0.564	0.718	13.254	3.2. information systems applications; 3.3. world wide web; 3.5. internet of things; 3.1.2. data structures; 3.1.3. database management system engines; 3.1.4. query languages; 3.1.5. information integration; 3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data; 3.4.1. document representation; 3.4.2. information retrieval query processing; 3.4.3. users and interactive retrieval; 3.4.4. retrieval models and ranking; 3.4.6. evaluation of retrieval results; 3.4.7. specialized information retrieval; 3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.3. recommender systems; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence	3.1.1.5.3. data provenance; 3.4.5.4. information extraction	
3.1	data management systems	0.398	0.358	5.573	3.1.2. data structures; 3.1.3. database management system engines; 3.1.4. query languages; 3.1.5. information integration; 3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data	3.1.1.5.3. data provenance	
3.1.1	database design and models	0.398	0.358	3.981	3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data	3.1.1.5.3. data provenance	
3.1.1.1	relational database model	0.0	0	0			
3.1.1.2	entity relationship models	0.0	0	0			
3.1.1.3	graph-based database models	0.0	0	0.398	3.1.1.3. graph-based database models		
3.1.1.4	physical data models	0.0	0	0			
3.1.1.5	data model extensions	0.398	0.358	2.389	3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data	3.1.1.5.3. data provenance	
3.1.1.5.1	semi-structured data	0.0	0	0			
3.1.1.5.2	data streams	0.0	0	0			
3.1.1.5.3	data provenance	0.398	0.358	0		3.1.1.5.3. data provenance	
3.1.1.5.4	incomplete data	0.0	0	0			
3.1.1.5.5	temporal data	0.0	0	0			
3.1.1.5.6	uncertainty	0.0	0	0			
3.1.1.5.7	inconsistent data	0.0	0	0			
3.1.2	data structures	0.0	0	0.398	3.1.2. data structures		
3.1.3	database management system engines	0.0	0	0.398	3.1.3. database management system engines		
3.1.4	query languages	0.0	0	0.398	3.1.4. query languages		
3.1.5	information integration	0.0	0	0.398	3.1.5. information integration		
3.2	information systems applications	0.0	0	0.564	3.2. information systems applications		
3.3	world wide web	0.0	0	0.564	3.3. world wide web		
3.4	information retrieval	0.399	0.359	5.989	3.4.1. document representation; 3.4.2. information retrieval query processing; 3.4.3. users and interactive retrieval; 3.4.4. retrieval models and ranking; 3.4.6. evaluation of retrieval results; 3.4.7. specialized information retrieval; 3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.3. recommender systems; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence	3.4.5.4. information extraction	
3.4.1	document representation	0.0	0	0.399	3.4.1. document representation		
3.4.2	information retrieval query processing	0.0	0	0.399	3.4.2. information retrieval query processing		
3.4.3	users and interactive retrieval	0.0	0	0.399	3.4.3. users and interactive retrieval		
3.4.4	retrieval models and ranking	0.0	0	0.399	3.4.4. retrieval models and ranking		
3.4.5	retrieval tasks and goals	0.399	0.359	3.593	3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.3. recommender systems; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence	3.4.5.4. information extraction	
3.4.5.1	question answering	0.0	0	0			
3.4.5.10	business intelligence	0.0	0	0			
3.4.5.2	document filtering	0.0	0	0			
3.4.5.3	recommender systems	0.0	0	0			
3.4.5.4	information extraction	0.399	0.359	0		3.4.5.4. information extraction	
3.4.5.5	sentiment analysis	0.0	0	0			
3.4.5.6	expert search	0.0	0	0			
3.4.5.7	near-duplicate and plagiarism detection	0.0	0	0			
3.4.5.8	clustering and classification	0.0	0	0			
3.4.5.9	summarization	0.0	0	0			
3.4.6	evaluation of retrieval results	0.0	0	0.399	3.4.6. evaluation of retrieval results		
3.4.7	specialized information retrieval	0.0	0	0.399	3.4.7. specialized information retrieval		
3.5	internet of things	0.0	0	0.564	3.5. internet of things		
4	human-centered computing	0.0	0	1.0	4. human-centered computing		
5	computing methodologies	0.584	1.108	12.023	5.1.2. knowledge engineering; 5.1.3. computer vision; 5.1.1.3. machine translation; 5.1.1.4. discourse dialogue and pragmatics; 5.1.1.5. natural language generation; 5.1.1.6. speech recognition; 5.1.1.7. lexical semantics; 5.1.1.8. phonology; 5.1.1.9. language resources; 5.2.2. learning settings; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.1.1. supervised learning; 5.2.1.2. unsupervised learning; 5.2.1.4. multi-task learning; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning; 5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering; 5.2.4.1. dynamic programming for markov decision processes; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.5. regularization; 5.2.4.2.2. bagging; 5.2.4.2.3. fusion of classifiers	5.1.1.2. information extraction; 5.2.1.3.1. sequential decision making; 5.2.3.2.2. gaussian processes; 5.2.3.10. markov decision processes; 5.2.4.2.1. boosting	
5.1	artificial intelligence	0.399	0.359	3.593	5.1.2. knowledge engineering; 5.1.3. computer vision; 5.1.1.3. machine translation; 5.1.1.4. discourse dialogue and pragmatics; 5.1.1.5. natural language generation; 5.1.1.6. speech recognition; 5.1.1.7. lexical semantics; 5.1.1.8. phonology; 5.1.1.9. language resources	5.1.1.2. information extraction	
5.1.1	natural language processing	0.399	0.359	2.795	5.1.1.3. machine translation; 5.1.1.4. discourse dialogue and pragmatics; 5.1.1.5. natural language generation; 5.1.1.6. speech recognition; 5.1.1.7. lexical semantics; 5.1.1.8. phonology; 5.1.1.9. language resources	5.1.1.2. information extraction	
5.1.1.2	information extraction	0.399	0.359	0		5.1.1.2. information extraction	
5.1.1.3	machine translation	0.0	0	0			
5.1.1.4	discourse dialogue and pragmatics	0.0	0	0			
5.1.1.5	natural language generation	0.0	0	0			
5.1.1.6	speech recognition	0.0	0	0			
5.1.1.7	lexical semantics	0.0	0	0.399	5.1.1.7. lexical semantics		
5.1.1.8	phonology	0.0	0	0			
5.1.1.9	language resources	0.0	0	0			
5.1.2	knowledge engineering	0.0	0	0.399	5.1.2. knowledge engineering		
5.1.3	computer vision	0.0	0	0.399	5.1.3. computer vision		
5.2	machine learning	0.427	0.749	8.43	5.2.2. learning settings; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.1.1. supervised learning; 5.2.1.2. unsupervised learning; 5.2.1.4. multi-task learning; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning; 5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering; 5.2.4.1. dynamic programming for markov decision processes; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.5. regularization; 5.2.4.2.2. bagging; 5.2.4.2.3. fusion of classifiers	5.2.1.3.1. sequential decision making; 5.2.3.2.2. gaussian processes; 5.2.3.10. markov decision processes; 5.2.4.2.1. boosting	
5.2.1	learning paradigms	0.288	0.259	2.015	5.2.1.1. supervised learning; 5.2.1.2. unsupervised learning; 5.2.1.4. multi-task learning; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning	5.2.1.3.1. sequential decision making	
5.2.1.1	supervised learning	0.0	0	0.288	5.2.1.1. supervised learning		
5.2.1.2	unsupervised learning	0.0	0	0.288	5.2.1.2. unsupervised learning		
5.2.1.3	reinforcement learning	0.288	0.259	1.152	5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning	5.2.1.3.1. sequential decision making	
5.2.1.3.1	sequential decision making	0.288	0.259	0		5.2.1.3.1. sequential decision making	
5.2.1.3.2	inverse reinforcement learning	0.0	0	0			
5.2.1.3.3	apprenticeship learning	0.0	0	0			
5.2.1.3.4	multi-agent reinforcement learning	0.0	0	0			
5.2.1.3.5	adversarial learning	0.0	0	0			
5.2.1.4	multi-task learning	0.0	0	0.288	5.2.1.4. multi-task learning		
5.2.2	learning settings	0.0	0	0.427	5.2.2. learning settings		
5.2.3	machine learning approaches	0.262	0.332	4.081	5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering	5.2.3.2.2. gaussian processes; 5.2.3.10. markov decision processes	
5.2.3.1	classification and regression trees	0.0	0	0.262	5.2.3.1. classification and regression trees		
5.2.3.10	markov decision processes	0.199	0.179	0		5.2.3.10. markov decision processes	
5.2.3.11	partially-observable markov decision processes	0.0	0	0			
5.2.3.12	stochastic games	0.0	0	0			
5.2.3.13	learning latent representations	0.0	0	0.262	5.2.3.13. learning latent representations		
5.2.3.14	multiresolution	0.0	0	0			
5.2.3.15	support vector machines	0.0	0	0			
5.2.3.2	kernel methods	0.17	0.153	0.681	5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering	5.2.3.2.2. gaussian processes	
5.2.3.2.1	kernel support vector machines	0.0	0	0.17	5.2.3.2.1. kernel support vector machines		
5.2.3.2.2	gaussian processes	0.17	0.153	0		5.2.3.2.2. gaussian processes	
5.2.3.2.3	kernel matrix	0.0	0	0			
5.2.3.2.4	kernel independent components	0.0	0	0			
5.2.3.2.5	kernel-based clustering	0.0	0	0			
5.2.3.3	neural networks	0.0	0	0.262	5.2.3.3. neural networks		
5.2.3.4	logical and relational learning	0.0	0	0.262	5.2.3.4. logical and relational learning		
5.2.3.5	learning in probabilistic graphical models	0.0	0	0.262	5.2.3.5. learning in probabilistic graphical models		
5.2.3.6	learning linear models	0.0	0	0.262	5.2.3.6. learning linear models		
5.2.3.7	factorization methods	0.0	0	0.262	5.2.3.7. factorization methods		
5.2.3.8	rule learning	0.0	0	0.262	5.2.3.8. rule learning		
5.2.3.9	instance-based learning	0.0	0	0			
5.2.4	machine learning algorithms	0.176	0.158	1.053	5.2.4.1. dynamic programming for markov decision processes; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.5. regularization; 5.2.4.2.2. bagging; 5.2.4.2.3. fusion of classifiers	5.2.4.2.1. boosting	
5.2.4.1	dynamic programming for markov decision processes	0.0	0	0.176	5.2.4.1. dynamic programming for markov decision processes		
5.2.4.2	ensemble methods	0.176	0.158	0.351	5.2.4.2.2. bagging; 5.2.4.2.3. fusion of classifiers	5.2.4.2.1. boosting	
5.2.4.2.1	boosting	0.176	0.158	0		5.2.4.2.1. boosting	
5.2.4.2.2	bagging	0.0	0	0			
5.2.4.2.3	fusion of classifiers	0.0	0	0			
5.2.4.3	spectral methods	0.0	0	0.176	5.2.4.3. spectral methods		
5.2.4.4	feature selection	0.0	0	0			
5.2.4.5	regularization	0.0	0	0.176	5.2.4.5. regularization		
5.2.5	cross-validation	0.0	0	0			
5.2.6	deep learning	0.0	0	0.427	5.2.6. deep learning		
