index	name	u	p	V	G	H	L
1.1.1.13.3	apprenticeship learning	0.0	0	0			
1.1.1.13.4	multi-agent reinforcement learning	0.0	0	0			
1.1.1.13.5	adversarial learning	0.259	0.233	0		1.1.1.13.5. adversarial learning	
1.1.1.14	active learning	0.0	0	0			
1.1.1.15	semi-supervised learning	0.0	0	0			
1.1.1.16	markov decision processes	0.188	0.169	0		1.1.1.16. markov decision processes	
1.1.1.17	regret bounds	0.0	0	0			
1.1.1.2	boolean function learning	0.0	0	0			
1.1.1.3	unsupervised learning and clustering	0.0	0	0			
1.1.1.4	kernel methods	0.0	0	0.32	1.1.1.4. kernel methods		
1.1.1.5	boosting	0.0	0	0			
1.1.1.6	bayesian analysis	0.0	0	0			
1.1.1.7	inductive inference	0.0	0	0			
1.1.1.8	online learning theory	0.0	0	0			
1.1.1.9	multi-agent learning	0.0	0	0			
1.1.2	database theory	0.233	0.21	2.561	1.1.2.1. data exchange; 1.1.2.3. data modeling; 1.1.2.4. database query languages; 1.1.2.5. database constraints theory; 1.1.2.6. database interoperability; 1.1.2.7. data structures and algorithms for data management; 1.1.2.8. database query processing and optimization; 1.1.2.9. data integration; 1.1.2.10. logic and databases; 1.1.2.11. theory of database privacy and security; 1.1.2.12.  inconsistent	1.1.2.2. data provenance	
1.1.2.1	data exchange	0.0	0	0			
1.1.2.10	logic and databases	0.0	0	0			
1.1.2.11	theory of database privacy and security	0.0	0	0			
1.1.2.12	 inconsistent	0.0	0	0			
1.1.2.2	data provenance	0.233	0.21	0		1.1.2.2. data provenance	
1.1.2.3	data modeling	0.0	0	0			
1.1.2.4	database query languages	0.0	0	0			
1.1.2.5	database constraints theory	0.0	0	0			
1.1.2.6	database interoperability	0.0	0	0			
1.1.2.7	data structures and algorithms for data management	0.0	0	0			
1.1.2.8	database query processing and optimization	0.0	0	0			
1.1.2.9	data integration	0.0	0	0			
2	mathematics of computing	0.415	0.373	7.468	2.2. multiway data analysis; 2.1.1. probabilistic representations; 2.1.2. probabilistic inference problems; 2.1.3. probabilistic reasoning algorithms; 2.1.4. probabilistic algorithms; 2.1.6. stochastic processes; 2.1.7. nonparametric statistics; 2.1.8. distribution functions; 2.1.9. multivariate statistics; 2.1.5.1. queueing theory; 2.1.5.2. contingency table analysis; 2.1.5.3. regression analysis; 2.1.5.4. time series analysis; 2.1.5.5. survival analysis; 2.1.5.6. renewal theory; 2.1.5.7. dimensionality reduction; 2.1.5.9. statistical graphics; 2.1.5.10. exploratory data analysis	2.1.5.8. cluster analysis	
2.1	probability and statistics	0.415	0.373	7.053	2.1.1. probabilistic representations; 2.1.2. probabilistic inference problems; 2.1.3. probabilistic reasoning algorithms; 2.1.4. probabilistic algorithms; 2.1.6. stochastic processes; 2.1.7. nonparametric statistics; 2.1.8. distribution functions; 2.1.9. multivariate statistics; 2.1.5.1. queueing theory; 2.1.5.2. contingency table analysis; 2.1.5.3. regression analysis; 2.1.5.4. time series analysis; 2.1.5.5. survival analysis; 2.1.5.6. renewal theory; 2.1.5.7. dimensionality reduction; 2.1.5.9. statistical graphics; 2.1.5.10. exploratory data analysis	2.1.5.8. cluster analysis	
2.1.1	probabilistic representations	0.0	0	0.415	2.1.1. probabilistic representations		
2.1.2	probabilistic inference problems	0.0	0	0.415	2.1.2. probabilistic inference problems		
2.1.3	probabilistic reasoning algorithms	0.0	0	0.415	2.1.3. probabilistic reasoning algorithms		
2.1.4	probabilistic algorithms	0.0	0	0			
2.1.5	statistical paradigms	0.415	0.373	3.734	2.1.5.1. queueing theory; 2.1.5.2. contingency table analysis; 2.1.5.3. regression analysis; 2.1.5.4. time series analysis; 2.1.5.5. survival analysis; 2.1.5.6. renewal theory; 2.1.5.7. dimensionality reduction; 2.1.5.9. statistical graphics; 2.1.5.10. exploratory data analysis	2.1.5.8. cluster analysis	
2.1.5.1	queueing theory	0.0	0	0			
2.1.5.10	exploratory data analysis	0.0	0	0			
2.1.5.2	contingency table analysis	0.0	0	0			
2.1.5.3	regression analysis	0.0	0	0.415	2.1.5.3. regression analysis		
2.1.5.4	time series analysis	0.0	0	0			
2.1.5.5	survival analysis	0.0	0	0			
2.1.5.6	renewal theory	0.0	0	0			
2.1.5.7	dimensionality reduction	0.0	0	0			
2.1.5.8	cluster analysis	0.415	0.373	0		2.1.5.8. cluster analysis	
2.1.5.9	statistical graphics	0.0	0	0			
2.1.6	stochastic processes	0.0	0	0.415	2.1.6. stochastic processes		
2.1.7	nonparametric statistics	0.0	0	0			
2.1.8	distribution functions	0.0	0	0			
2.1.9	multivariate statistics	0.0	0	0			
2.2	multiway data analysis	0.0	0	0.415	2.2. multiway data analysis		
3	information systems	0.536	0.956	14.868	3.3. world wide web; 3.5. internet of things; 3.1.2. data structures; 3.1.3. database management system engines; 3.1.4. query languages; 3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data; 3.1.5.1. deduplication; 3.1.5.2. extraction transformation and loading; 3.1.5.3. data exchange; 3.1.5.5. wrappers; 3.1.5.6. mediators and data integration; 3.1.5.7. entity resolution; 3.1.5.8. data warehouses; 3.1.5.9. federated databases; 3.1.5.10. quality of the data; 3.1.5.11. validation of data; 3.1.5.12. automatic data extraction; 3.2.1.2. collaborative filtering; 3.2.1.3. association rules; 3.2.1.4. clustering; 3.2.1.5. nearest-neighbor search; 3.2.1.6. data stream mining; 3.2.1.7. graph mining; 3.2.1.8. process mining; 3.2.1.11. text mining; 3.2.1.10. data mining tools; 3.2.1.9. sequence mining; 3.2.1.12. formal concept analysis; 3.4.1. document representation; 3.4.2. information retrieval query processing; 3.4.3. users and interactive retrieval; 3.4.4. retrieval models and ranking; 3.4.6. evaluation of retrieval results; 3.4.7. specialized information retrieval; 3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.3. recommender systems; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence	3.1.1.5.3. data provenance; 3.1.5.4. data cleaning; 3.2.1.1. data cleaning; 3.4.5.4. information extraction	
3.1	data management systems	0.341	0.434	6.093	3.1.2. data structures; 3.1.3. database management system engines; 3.1.4. query languages; 3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data; 3.1.5.1. deduplication; 3.1.5.2. extraction transformation and loading; 3.1.5.3. data exchange; 3.1.5.5. wrappers; 3.1.5.6. mediators and data integration; 3.1.5.7. entity resolution; 3.1.5.8. data warehouses; 3.1.5.9. federated databases; 3.1.5.10. quality of the data; 3.1.5.11. validation of data; 3.1.5.12. automatic data extraction	3.1.1.5.3. data provenance; 3.1.5.4. data cleaning	
3.1.1	database design and models	0.233	0.21	2.328	3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data	3.1.1.5.3. data provenance	
3.1.1.1	relational database model	0.0	0	0			
3.1.1.2	entity relationship models	0.0	0	0			
3.1.1.3	graph-based database models	0.0	0	0.233	3.1.1.3. graph-based database models		
3.1.1.4	physical data models	0.0	0	0			
3.1.1.5	data model extensions	0.233	0.21	1.397	3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data	3.1.1.5.3. data provenance	
3.1.1.5.1	semi-structured data	0.0	0	0			
3.1.1.5.2	data streams	0.0	0	0			
3.1.1.5.3	data provenance	0.233	0.21	0		3.1.1.5.3. data provenance	
3.1.1.5.4	incomplete data	0.0	0	0			
3.1.1.5.5	temporal data	0.0	0	0			
3.1.1.5.6	uncertainty	0.0	0	0			
3.1.1.5.7	inconsistent data	0.0	0	0			
3.1.2	data structures	0.0	0	0.341	3.1.2. data structures		
3.1.3	database management system engines	0.0	0	0.341	3.1.3. database management system engines		
3.1.4	query languages	0.0	0	0.341	3.1.4. query languages		
3.1.5	information integration	0.249	0.224	2.742	3.1.5.1. deduplication; 3.1.5.2. extraction transformation and loading; 3.1.5.3. data exchange; 3.1.5.5. wrappers; 3.1.5.6. mediators and data integration; 3.1.5.7. entity resolution; 3.1.5.8. data warehouses; 3.1.5.9. federated databases; 3.1.5.10. quality of the data; 3.1.5.11. validation of data; 3.1.5.12. automatic data extraction	3.1.5.4. data cleaning	
3.1.5.1	deduplication	0.0	0	0			
3.1.5.10	quality of the data	0.0	0	0			
3.1.5.11	validation of data	0.0	0	0			
3.1.5.12	automatic data extraction	0.0	0	0.249	3.1.5.12. automatic data extraction		
3.1.5.2	extraction transformation and loading	0.0	0	0			
3.1.5.3	data exchange	0.0	0	0			
3.1.5.4	data cleaning	0.249	0.224	0		3.1.5.4. data cleaning	
3.1.5.5	wrappers	0.0	0	0			
3.1.5.6	mediators and data integration	0.0	0	0			
3.1.5.7	entity resolution	0.0	0	0			
3.1.5.8	data warehouses	0.0	0	0			
3.1.5.9	federated databases	0.0	0	0			
3.2	information systems applications	0.249	0.224	2.742	3.2.1.2. collaborative filtering; 3.2.1.3. association rules; 3.2.1.4. clustering; 3.2.1.5. nearest-neighbor search; 3.2.1.6. data stream mining; 3.2.1.7. graph mining; 3.2.1.8. process mining; 3.2.1.11. text mining; 3.2.1.10. data mining tools; 3.2.1.9. sequence mining; 3.2.1.12. formal concept analysis	3.2.1.1. data cleaning	
3.2.1.1	data cleaning	0.249	0.224	0		3.2.1.1. data cleaning	
3.2.1.10	data mining tools	0.0	0	0			
3.2.1.11	text mining	0.0	0	0.249	3.2.1.11. text mining		
3.2.1.12	formal concept analysis	0.0	0	0			
3.2.1.2	collaborative filtering	0.0	0	0.249	3.2.1.2. collaborative filtering		
3.2.1.3	association rules	0.0	0	0.249	3.2.1.3. association rules		
3.2.1.4	clustering	0.0	0	0.249	3.2.1.4. clustering		
3.2.1.5	nearest-neighbor search	0.0	0	0			
3.2.1.6	data stream mining	0.0	0	0			
3.2.1.7	graph mining	0.0	0	0.249	3.2.1.7. graph mining		
3.2.1.8	process mining	0.0	0	0			
3.2.1.9	sequence mining	0.0	0	0.249	3.2.1.9. sequence mining		
3.3	world wide web	0.0	0	0.536	3.3. world wide web		
3.4	information retrieval	0.331	0.298	4.961	3.4.1. document representation; 3.4.2. information retrieval query processing; 3.4.3. users and interactive retrieval; 3.4.4. retrieval models and ranking; 3.4.6. evaluation of retrieval results; 3.4.7. specialized information retrieval; 3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.3. recommender systems; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence	3.4.5.4. information extraction	
3.4.1	document representation	0.0	0	0.331	3.4.1. document representation		
3.4.2	information retrieval query processing	0.0	0	0.331	3.4.2. information retrieval query processing		
3.4.3	users and interactive retrieval	0.0	0	0.331	3.4.3. users and interactive retrieval		
3.4.4	retrieval models and ranking	0.0	0	0.331	3.4.4. retrieval models and ranking		
3.4.5	retrieval tasks and goals	0.331	0.298	2.977	3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.3. recommender systems; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence	3.4.5.4. information extraction	
3.4.5.1	question answering	0.0	0	0			
3.4.5.10	business intelligence	0.0	0	0			
3.4.5.2	document filtering	0.0	0	0			
3.4.5.3	recommender systems	0.0	0	0			
3.4.5.4	information extraction	0.331	0.298	0		3.4.5.4. information extraction	
3.4.5.5	sentiment analysis	0.0	0	0			
3.4.5.6	expert search	0.0	0	0			
3.4.5.7	near-duplicate and plagiarism detection	0.0	0	0			
3.4.5.8	clustering and classification	0.0	0	0			
3.4.5.9	summarization	0.0	0	0			
3.4.6	evaluation of retrieval results	0.0	0	0.331	3.4.6. evaluation of retrieval results		
3.4.7	specialized information retrieval	0.0	0	0.331	3.4.7. specialized information retrieval		
3.5	internet of things	0.0	0	0.536	3.5. internet of things		
4	human-centered computing	0.0	0	1.0	4. human-centered computing		
5	computing methodologies	0.619	1.073	12.201	5.1.2. knowledge engineering; 5.1.3. computer vision; 5.1.1.3. machine translation; 5.1.1.4. discourse dialogue and pragmatics; 5.1.1.5. natural language generation; 5.1.1.6. speech recognition; 5.1.1.7. lexical semantics; 5.1.1.8. phonology; 5.1.1.9. language resources; 5.2.2. learning settings; 5.2.4. machine learning algorithms; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.1.1. supervised learning; 5.2.1.4. multi-task learning; 5.2.1.2.2. anomaly detection; 5.2.1.2.3. mixture modeling; 5.2.1.2.4. topic modeling; 5.2.1.2.5. source separation; 5.2.1.2.6. motif discovery; 5.2.1.2.7. dimensionality reduction and manifold learning; 5.2.1.3.1. sequential decision making; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.3.1. classification and regression trees; 5.2.3.2. kernel methods; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines	5.1.1.2. information extraction; 5.2.1.2.1. cluster analysis; 5.2.1.3.5. adversarial learning; 5.2.3.10. markov decision processes	
5.1	artificial intelligence	0.331	0.298	2.977	5.1.2. knowledge engineering; 5.1.3. computer vision; 5.1.1.3. machine translation; 5.1.1.4. discourse dialogue and pragmatics; 5.1.1.5. natural language generation; 5.1.1.6. speech recognition; 5.1.1.7. lexical semantics; 5.1.1.8. phonology; 5.1.1.9. language resources	5.1.1.2. information extraction	
5.1.1	natural language processing	0.331	0.298	2.315	5.1.1.3. machine translation; 5.1.1.4. discourse dialogue and pragmatics; 5.1.1.5. natural language generation; 5.1.1.6. speech recognition; 5.1.1.7. lexical semantics; 5.1.1.8. phonology; 5.1.1.9. language resources	5.1.1.2. information extraction	
5.1.1.2	information extraction	0.331	0.298	0		5.1.1.2. information extraction	
5.1.1.3	machine translation	0.0	0	0			
5.1.1.4	discourse dialogue and pragmatics	0.0	0	0			
5.1.1.5	natural language generation	0.0	0	0			
5.1.1.6	speech recognition	0.0	0	0			
5.1.1.7	lexical semantics	0.0	0	0.331	5.1.1.7. lexical semantics		
5.1.1.8	phonology	0.0	0	0			
5.1.1.9	language resources	0.0	0	0			
5.1.2	knowledge engineering	0.0	0	0.331	5.1.2. knowledge engineering		
5.1.3	computer vision	0.0	0	0.331	5.1.3. computer vision		
5.2	machine learning	0.524	0.775	9.225	5.2.2. learning settings; 5.2.4. machine learning algorithms; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.1.1. supervised learning; 5.2.1.4. multi-task learning; 5.2.1.2.2. anomaly detection; 5.2.1.2.3. mixture modeling; 5.2.1.2.4. topic modeling; 5.2.1.2.5. source separation; 5.2.1.2.6. motif discovery; 5.2.1.2.7. dimensionality reduction and manifold learning; 5.2.1.3.1. sequential decision making; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.3.1. classification and regression trees; 5.2.3.2. kernel methods; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines	5.2.1.2.1. cluster analysis; 5.2.1.3.5. adversarial learning; 5.2.3.10. markov decision processes	
5.2.1	learning paradigms	0.489	0.606	4.502	5.2.1.1. supervised learning; 5.2.1.4. multi-task learning; 5.2.1.2.2. anomaly detection; 5.2.1.2.3. mixture modeling; 5.2.1.2.4. topic modeling; 5.2.1.2.5. source separation; 5.2.1.2.6. motif discovery; 5.2.1.2.7. dimensionality reduction and manifold learning; 5.2.1.3.1. sequential decision making; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning	5.2.1.2.1. cluster analysis; 5.2.1.3.5. adversarial learning	
5.2.1.1	supervised learning	0.0	0	0.489	5.2.1.1. supervised learning		
5.2.1.2	unsupervised learning	0.415	0.373	2.489	5.2.1.2.2. anomaly detection; 5.2.1.2.3. mixture modeling; 5.2.1.2.4. topic modeling; 5.2.1.2.5. source separation; 5.2.1.2.6. motif discovery; 5.2.1.2.7. dimensionality reduction and manifold learning	5.2.1.2.1. cluster analysis	
5.2.1.2.1	cluster analysis	0.415	0.373	0		5.2.1.2.1. cluster analysis	
5.2.1.2.2	anomaly detection	0.0	0	0			
5.2.1.2.3	mixture modeling	0.0	0	0			
5.2.1.2.4	topic modeling	0.0	0	0			
5.2.1.2.5	source separation	0.0	0	0			
5.2.1.2.6	motif discovery	0.0	0	0			
5.2.1.2.7	dimensionality reduction and manifold learning	0.0	0	0.415	5.2.1.2.7. dimensionality reduction and manifold learning		
5.2.1.3	reinforcement learning	0.259	0.233	1.035	5.2.1.3.1. sequential decision making; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning	5.2.1.3.5. adversarial learning	
5.2.1.3.1	sequential decision making	0.0	0	0			
5.2.1.3.2	inverse reinforcement learning	0.0	0	0			
5.2.1.3.3	apprenticeship learning	0.0	0	0			
5.2.1.3.4	multi-agent reinforcement learning	0.0	0	0			
5.2.1.3.5	adversarial learning	0.259	0.233	0		5.2.1.3.5. adversarial learning	
5.2.1.4	multi-task learning	0.0	0	0.489	5.2.1.4. multi-task learning		
5.2.2	learning settings	0.0	0	0.524	5.2.2. learning settings		
5.2.3	machine learning approaches	0.188	0.169	2.627	5.2.3.1. classification and regression trees; 5.2.3.2. kernel methods; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines	5.2.3.10. markov decision processes	
5.2.3.1	classification and regression trees	0.0	0	0.188	5.2.3.1. classification and regression trees		
5.2.3.10	markov decision processes	0.188	0.169	0		5.2.3.10. markov decision processes	
5.2.3.11	partially-observable markov decision processes	0.0	0	0			
5.2.3.12	stochastic games	0.0	0	0			
5.2.3.13	learning latent representations	0.0	0	0.188	5.2.3.13. learning latent representations		
5.2.3.14	multiresolution	0.0	0	0			
5.2.3.15	support vector machines	0.0	0	0			
5.2.3.2	kernel methods	0.0	0	0.188	5.2.3.2. kernel methods		
5.2.3.3	neural networks	0.0	0	0.188	5.2.3.3. neural networks		
5.2.3.4	logical and relational learning	0.0	0	0.188	5.2.3.4. logical and relational learning		
5.2.3.5	learning in probabilistic graphical models	0.0	0	0.188	5.2.3.5. learning in probabilistic graphical models		
5.2.3.6	learning linear models	0.0	0	0.188	5.2.3.6. learning linear models		
5.2.3.7	factorization methods	0.0	0	0.188	5.2.3.7. factorization methods		
5.2.3.8	rule learning	0.0	0	0.188	5.2.3.8. rule learning		
5.2.3.9	instance-based learning	0.0	0	0			
5.2.4	machine learning algorithms	0.0	0	0.524	5.2.4. machine learning algorithms		
5.2.5	cross-validation	0.0	0	0			
5.2.6	deep learning	0.0	0	0.524	5.2.6. deep learning		
