index	name	u	p	V	G	H	L
3.1.3	database management system engines	0.0	0	0.37	3.1.3. database management system engines		
3.1.4	query languages	0.0	0	0.37	3.1.4. query languages		
3.1.5	information integration	0.37	0.333	4.068	3.1.5.1. deduplication; 3.1.5.2. extraction transformation and loading; 3.1.5.4. data cleaning; 3.1.5.5. wrappers; 3.1.5.6. mediators and data integration; 3.1.5.7. entity resolution; 3.1.5.8. data warehouses; 3.1.5.9. federated databases; 3.1.5.10. quality of the data; 3.1.5.11. validation of data; 3.1.5.12. automatic data extraction	3.1.5.3. data exchange	
3.1.5.1	deduplication	0.0	0	0			
3.1.5.10	quality of the data	0.0	0	0			
3.1.5.11	validation of data	0.0	0	0			
3.1.5.12	automatic data extraction	0.0	0	0.37	3.1.5.12. automatic data extraction		
3.1.5.2	extraction transformation and loading	0.0	0	0			
3.1.5.3	data exchange	0.37	0.333	0		3.1.5.3. data exchange	
3.1.5.4	data cleaning	0.0	0	0			
3.1.5.5	wrappers	0.0	0	0			
3.1.5.6	mediators and data integration	0.0	0	0			
3.1.5.7	entity resolution	0.0	0	0			
3.1.5.8	data warehouses	0.0	0	0			
3.1.5.9	federated databases	0.0	0	0			
3.2	information systems applications	0.0	0	0.37	3.2. information systems applications		
3.3	world wide web	0.0	0	0.37	3.3. world wide web		
3.4	information retrieval	0.0	0	0.37	3.4. information retrieval		
3.5	internet of things	0.0	0	0.37	3.5. internet of things		
4	human-centered computing	0.0	0	1.0	4. human-centered computing		
5	computing methodologies	0.603	0.906	11.619	5.1. artificial intelligence; 5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.3.1. classification and regression trees; 5.2.3.2. kernel methods; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.4.1. dynamic programming for markov decision processes; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.5. regularization; 5.2.4.2.2. bagging; 5.2.4.2.3. fusion of classifiers	5.2.3.10. markov decision processes; 5.2.3.15. support vector machines; 5.2.4.2.1. boosting	
5.1	artificial intelligence	0.0	0	0.603	5.1. artificial intelligence		
5.2	machine learning	0.603	0.906	11.017	5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.3.1. classification and regression trees; 5.2.3.2. kernel methods; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.4.1. dynamic programming for markov decision processes; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.5. regularization; 5.2.4.2.2. bagging; 5.2.4.2.3. fusion of classifiers	5.2.3.10. markov decision processes; 5.2.3.15. support vector machines; 5.2.4.2.1. boosting	
5.2.1	learning paradigms	0.0	0	0.603	5.2.1. learning paradigms		
5.2.2	learning settings	0.0	0	0.603	5.2.2. learning settings		
5.2.3	machine learning approaches	0.564	0.716	7.337	5.2.3.1. classification and regression trees; 5.2.3.2. kernel methods; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution	5.2.3.10. markov decision processes; 5.2.3.15. support vector machines	
5.2.3.1	classification and regression trees	0.0	0	0.564	5.2.3.1. classification and regression trees		
5.2.3.10	markov decision processes	0.365	0.329	0		5.2.3.10. markov decision processes	
5.2.3.11	partially-observable markov decision processes	0.0	0	0			
5.2.3.12	stochastic games	0.0	0	0			
5.2.3.13	learning latent representations	0.0	0	0.564	5.2.3.13. learning latent representations		
5.2.3.14	multiresolution	0.0	0	0			
5.2.3.15	support vector machines	0.43	0.387	0		5.2.3.15. support vector machines	
5.2.3.2	kernel methods	0.0	0	0.564	5.2.3.2. kernel methods		
5.2.3.3	neural networks	0.0	0	0.564	5.2.3.3. neural networks		
5.2.3.4	logical and relational learning	0.0	0	0.564	5.2.3.4. logical and relational learning		
5.2.3.5	learning in probabilistic graphical models	0.0	0	0.564	5.2.3.5. learning in probabilistic graphical models		
5.2.3.6	learning linear models	0.0	0	0.564	5.2.3.6. learning linear models		
5.2.3.7	factorization methods	0.0	0	0.564	5.2.3.7. factorization methods		
5.2.3.8	rule learning	0.0	0	0.564	5.2.3.8. rule learning		
5.2.3.9	instance-based learning	0.0	0	0			
5.2.4	machine learning algorithms	0.212	0.19	1.269	5.2.4.1. dynamic programming for markov decision processes; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.5. regularization; 5.2.4.2.2. bagging; 5.2.4.2.3. fusion of classifiers	5.2.4.2.1. boosting	
5.2.4.1	dynamic programming for markov decision processes	0.0	0	0.212	5.2.4.1. dynamic programming for markov decision processes		
5.2.4.2	ensemble methods	0.212	0.19	0.423	5.2.4.2.2. bagging; 5.2.4.2.3. fusion of classifiers	5.2.4.2.1. boosting	
5.2.4.2.1	boosting	0.212	0.19	0		5.2.4.2.1. boosting	
5.2.4.2.2	bagging	0.0	0	0			
5.2.4.2.3	fusion of classifiers	0.0	0	0			
5.2.4.3	spectral methods	0.0	0	0.212	5.2.4.3. spectral methods		
5.2.4.4	feature selection	0.0	0	0			
5.2.4.5	regularization	0.0	0	0.212	5.2.4.5. regularization		
5.2.5	cross-validation	0.0	0	0			
5.2.6	deep learning	0.0	0	0.603	5.2.6. deep learning		
