index	name	u	p	V	G	H	L
2.1.1.6	causal networks	0.0	0	0			
2.1.1.7	stochastic differential equations	0.47	0.423	0		2.1.1.7. stochastic differential equations	
2.1.1.8	nonparametric representations	0.0	0	0.47	2.1.1.8. nonparametric representations		
2.1.2	probabilistic inference problems	0.0	0	0.47	2.1.2. probabilistic inference problems		
2.1.3	probabilistic reasoning algorithms	0.0	0	0.47	2.1.3. probabilistic reasoning algorithms		
2.1.4	probabilistic algorithms	0.0	0	0			
2.1.5	statistical paradigms	0.0	0	0.47	2.1.5. statistical paradigms		
2.1.6	stochastic processes	0.0	0	0.47	2.1.6. stochastic processes		
2.1.7	nonparametric statistics	0.0	0	0			
2.1.8	distribution functions	0.0	0	0			
2.1.9	multivariate statistics	0.0	0	0			
2.2	multiway data analysis	0.0	0	0.47	2.2. multiway data analysis		
3	information systems	0.0	0	1.0	3. information systems		
4	human-centered computing	0.0	0	1.0	4. human-centered computing		
5	computing methodologies	0.883	1.884	21.562	5.1.1. natural language processing; 5.1.3. computer vision; 5.1.2.2. knowledge management; 5.1.2.1.1. description logics; 5.1.2.1.2. semantic networks; 5.1.2.1.3.  default reasoning and belief revision; 5.1.2.1.4. probabilistic reasoning; 5.1.2.1.5. vagueness and fuzzy logic; 5.1.2.1.6. causal reasoning and diagnostics; 5.1.2.1.7. temporal reasoning; 5.1.2.1.8. logic programming and answer set programming; 5.1.2.1.9. spatial and physical reasoning; 5.1.2.1.10. reasoning about belief and knowledge; 5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.5. cross-validation; 5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.10. markov decision processes; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.2. gaussian processes; 5.2.3.2.3. kernel matrix; 5.2.3.2.5. kernel-based clustering; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.5. regularization; 5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.3. policy iteration; 5.2.4.1.4. temporal difference learning; 5.2.4.2.1. boosting; 5.2.4.2.3. fusion of classifiers; 5.2.6.1 auto-encoder; 5.2.6.3. deep reinforcement learning drl; 5.2.6.4. recurrent neural networks rnn; 5.2.6.5. transformer nn; 5.2.6.6. generative adversarial networks gan; 5.2.6.2.1. pooling	5.1.2.1.11. answering queries; 5.2.3.2.4. kernel independent components; 5.2.3.9. instance-based learning; 5.2.4.1.5. approximate dynamic programming methods; 5.2.4.2.2. bagging; 5.2.6.2.2. dropout	
5.1	artificial intelligence	0.443	0.399	5.763	5.1.1. natural language processing; 5.1.3. computer vision; 5.1.2.2. knowledge management; 5.1.2.1.1. description logics; 5.1.2.1.2. semantic networks; 5.1.2.1.3.  default reasoning and belief revision; 5.1.2.1.4. probabilistic reasoning; 5.1.2.1.5. vagueness and fuzzy logic; 5.1.2.1.6. causal reasoning and diagnostics; 5.1.2.1.7. temporal reasoning; 5.1.2.1.8. logic programming and answer set programming; 5.1.2.1.9. spatial and physical reasoning; 5.1.2.1.10. reasoning about belief and knowledge	5.1.2.1.11. answering queries	
5.1.1	natural language processing	0.0	0	0.443	5.1.1. natural language processing		
5.1.2	knowledge engineering	0.443	0.399	4.877	5.1.2.2. knowledge management; 5.1.2.1.1. description logics; 5.1.2.1.2. semantic networks; 5.1.2.1.3.  default reasoning and belief revision; 5.1.2.1.4. probabilistic reasoning; 5.1.2.1.5. vagueness and fuzzy logic; 5.1.2.1.6. causal reasoning and diagnostics; 5.1.2.1.7. temporal reasoning; 5.1.2.1.8. logic programming and answer set programming; 5.1.2.1.9. spatial and physical reasoning; 5.1.2.1.10. reasoning about belief and knowledge	5.1.2.1.11. answering queries	
5.1.2.1	knowledge representation and reasoning	0.443	0.399	4.433	5.1.2.1.1. description logics; 5.1.2.1.2. semantic networks; 5.1.2.1.3.  default reasoning and belief revision; 5.1.2.1.4. probabilistic reasoning; 5.1.2.1.5. vagueness and fuzzy logic; 5.1.2.1.6. causal reasoning and diagnostics; 5.1.2.1.7. temporal reasoning; 5.1.2.1.8. logic programming and answer set programming; 5.1.2.1.9. spatial and physical reasoning; 5.1.2.1.10. reasoning about belief and knowledge	5.1.2.1.11. answering queries	
5.1.2.1.1	description logics	0.0	0	0			
5.1.2.1.10	reasoning about belief and knowledge	0.0	0	0			
5.1.2.1.11	answering queries	0.443	0.399	0		5.1.2.1.11. answering queries	
5.1.2.1.2	semantic networks	0.0	0	0			
5.1.2.1.3	 default reasoning and belief revision	0.0	0	0			
5.1.2.1.4	probabilistic reasoning	0.0	0	0			
5.1.2.1.5	vagueness and fuzzy logic	0.0	0	0			
5.1.2.1.6	causal reasoning and diagnostics	0.0	0	0			
5.1.2.1.7	temporal reasoning	0.0	0	0			
5.1.2.1.8	logic programming and answer set programming	0.0	0	0			
5.1.2.1.9	spatial and physical reasoning	0.0	0	0			
5.1.2.2	knowledge management	0.0	0	0.443	5.1.2.2. knowledge management		
5.1.3	computer vision	0.0	0	0.443	5.1.3. computer vision		
5.2	machine learning	0.763	1.485	15.799	5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.5. cross-validation; 5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.10. markov decision processes; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.2. gaussian processes; 5.2.3.2.3. kernel matrix; 5.2.3.2.5. kernel-based clustering; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.5. regularization; 5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.3. policy iteration; 5.2.4.1.4. temporal difference learning; 5.2.4.2.1. boosting; 5.2.4.2.3. fusion of classifiers; 5.2.6.1 auto-encoder; 5.2.6.3. deep reinforcement learning drl; 5.2.6.4. recurrent neural networks rnn; 5.2.6.5. transformer nn; 5.2.6.6. generative adversarial networks gan; 5.2.6.2.1. pooling	5.2.3.2.4. kernel independent components; 5.2.3.9. instance-based learning; 5.2.4.1.5. approximate dynamic programming methods; 5.2.4.2.2. bagging; 5.2.6.2.2. dropout	
5.2.1	learning paradigms	0.0	0	0.763	5.2.1. learning paradigms		
5.2.2	learning settings	0.0	0	0.763	5.2.2. learning settings		
5.2.3	machine learning approaches	0.499	0.621	8.164	5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.10. markov decision processes; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.2. gaussian processes; 5.2.3.2.3. kernel matrix; 5.2.3.2.5. kernel-based clustering	5.2.3.2.4. kernel independent components; 5.2.3.9. instance-based learning	
5.2.3.1	classification and regression trees	0.0	0	0.499	5.2.3.1. classification and regression trees		
5.2.3.10	markov decision processes	0.0	0	0			
5.2.3.11	partially-observable markov decision processes	0.0	0	0			
5.2.3.12	stochastic games	0.0	0	0			
5.2.3.13	learning latent representations	0.0	0	0.499	5.2.3.13. learning latent representations		
5.2.3.14	multiresolution	0.0	0	0			
5.2.3.15	support vector machines	0.0	0	0			
5.2.3.2	kernel methods	0.419	0.377	1.675	5.2.3.2.1. kernel support vector machines; 5.2.3.2.2. gaussian processes; 5.2.3.2.3. kernel matrix; 5.2.3.2.5. kernel-based clustering	5.2.3.2.4. kernel independent components	
5.2.3.2.1	kernel support vector machines	0.0	0	0.419	5.2.3.2.1. kernel support vector machines		
5.2.3.2.2	gaussian processes	0.0	0	0			
5.2.3.2.3	kernel matrix	0.0	0	0			
5.2.3.2.4	kernel independent components	0.419	0.377	0		5.2.3.2.4. kernel independent components	
5.2.3.2.5	kernel-based clustering	0.0	0	0			
5.2.3.3	neural networks	0.0	0	0.499	5.2.3.3. neural networks		
5.2.3.4	logical and relational learning	0.0	0	0.499	5.2.3.4. logical and relational learning		
5.2.3.5	learning in probabilistic graphical models	0.0	0	0.499	5.2.3.5. learning in probabilistic graphical models		
5.2.3.6	learning linear models	0.0	0	0.499	5.2.3.6. learning linear models		
5.2.3.7	factorization methods	0.0	0	0.499	5.2.3.7. factorization methods		
5.2.3.8	rule learning	0.0	0	0.499	5.2.3.8. rule learning		
5.2.3.9	instance-based learning	0.272	0.245	0		5.2.3.9. instance-based learning	
5.2.4	machine learning algorithms	0.359	0.456	2.631	5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.5. regularization; 5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.3. policy iteration; 5.2.4.1.4. temporal difference learning; 5.2.4.2.1. boosting; 5.2.4.2.3. fusion of classifiers	5.2.4.1.5. approximate dynamic programming methods; 5.2.4.2.2. bagging	
5.2.4.1	dynamic programming for markov decision processes	0.269	0.242	1.078	5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.3. policy iteration; 5.2.4.1.4. temporal difference learning	5.2.4.1.5. approximate dynamic programming methods	
5.2.4.1.1	value iteration	0.0	0	0			
5.2.4.1.2	q-learning	0.0	0	0			
5.2.4.1.3	policy iteration	0.0	0	0			
5.2.4.1.4	temporal difference learning	0.0	0	0			
5.2.4.1.5	approximate dynamic programming methods	0.269	0.242	0		5.2.4.1.5. approximate dynamic programming methods	
5.2.4.2	ensemble methods	0.238	0.214	0.475	5.2.4.2.1. boosting; 5.2.4.2.3. fusion of classifiers	5.2.4.2.2. bagging	
5.2.4.2.1	boosting	0.0	0	0			
5.2.4.2.2	bagging	0.238	0.214	0		5.2.4.2.2. bagging	
5.2.4.2.3	fusion of classifiers	0.0	0	0			
5.2.4.3	spectral methods	0.0	0	0.359	5.2.4.3. spectral methods		
5.2.4.4	feature selection	0.0	0	0			
5.2.4.5	regularization	0.0	0	0.359	5.2.4.5. regularization		
5.2.5	cross-validation	0.0	0	0			
5.2.6	deep learning	0.452	0.407	2.714	5.2.6.1 auto-encoder; 5.2.6.3. deep reinforcement learning drl; 5.2.6.4. recurrent neural networks rnn; 5.2.6.5. transformer nn; 5.2.6.6. generative adversarial networks gan; 5.2.6.2.1. pooling	5.2.6.2.2. dropout	
5.2.6.1	auto-encoder	0.0	0	0			
5.2.6.2	convolution neural network	0.452	0.407	0.452	5.2.6.2.1. pooling	5.2.6.2.2. dropout	
5.2.6.2.1	pooling	0.0	0	0			
5.2.6.2.2	dropout	0.452	0.407	0		5.2.6.2.2. dropout	
5.2.6.3	deep reinforcement learning drl	0.0	0	0			
5.2.6.4	recurrent neural networks rnn	0.0	0	0			
5.2.6.5	transformer nn	0.0	0	0			
5.2.6.6	generative adversarial networks gan	0.0	0	0			
