index	name	u	p	V	G	H	L
3	information systems	0.717	0.82	14.087	3.2. information systems applications; 3.3. world wide web; 3.4. information retrieval; 3.5. internet of things; 3.1.1. database design and models; 3.1.2. data structures; 3.1.5. information integration; 3.1.3.1. dbms engine architectures; 3.1.3.2. database query processing; 3.1.3.3. database transaction processing; 3.1.3.4. record and buffer management; 3.1.3.5. parallel and distributed dbmss; 3.1.3.6. triggers and rules; 3.1.3.7. database views; 3.1.3.8. integrity checking; 3.1.3.9. distributed database transactions; 3.1.3.11. online analytical processing engines; 3.1.3.12. stream management; 3.1.3.13. big data; 3.1.4.1. relational database query languages; 3.1.4.3. query languages for non-relational engines; 3.1.4.4. call level interfaces; 3.1.4.2.1 xpath	3.1.3.10. main memory engines; 3.1.4.2.2. xquery	
3.1	data management systems	0.717	0.82	11.22	3.1.1. database design and models; 3.1.2. data structures; 3.1.5. information integration; 3.1.3.1. dbms engine architectures; 3.1.3.2. database query processing; 3.1.3.3. database transaction processing; 3.1.3.4. record and buffer management; 3.1.3.5. parallel and distributed dbmss; 3.1.3.6. triggers and rules; 3.1.3.7. database views; 3.1.3.8. integrity checking; 3.1.3.9. distributed database transactions; 3.1.3.11. online analytical processing engines; 3.1.3.12. stream management; 3.1.3.13. big data; 3.1.4.1. relational database query languages; 3.1.4.3. query languages for non-relational engines; 3.1.4.4. call level interfaces; 3.1.4.2.1 xpath	3.1.3.10. main memory engines; 3.1.4.2.2. xquery	
3.1.1	database design and models	0.0	0	0.717	3.1.1. database design and models		
3.1.2	data structures	0.0	0	0.717	3.1.2. data structures		
3.1.3	database management system engines	0.678	0.61	8.136	3.1.3.1. dbms engine architectures; 3.1.3.2. database query processing; 3.1.3.3. database transaction processing; 3.1.3.4. record and buffer management; 3.1.3.5. parallel and distributed dbmss; 3.1.3.6. triggers and rules; 3.1.3.7. database views; 3.1.3.8. integrity checking; 3.1.3.9. distributed database transactions; 3.1.3.11. online analytical processing engines; 3.1.3.12. stream management; 3.1.3.13. big data	3.1.3.10. main memory engines	
3.1.3.1	dbms engine architectures	0.0	0	0			
3.1.3.10	main memory engines	0.678	0.61	0		3.1.3.10. main memory engines	
3.1.3.11	online analytical processing engines	0.0	0	0			
3.1.3.12	stream management	0.0	0	0			
3.1.3.13	big data	0.0	0	0.678	3.1.3.13. big data		
3.1.3.2	database query processing	0.0	0	0.678	3.1.3.2. database query processing		
3.1.3.3	database transaction processing	0.0	0	0.678	3.1.3.3. database transaction processing		
3.1.3.4	record and buffer management	0.0	0	0			
3.1.3.5	parallel and distributed dbmss	0.0	0	0.678	3.1.3.5. parallel and distributed dbmss		
3.1.3.6	triggers and rules	0.0	0	0			
3.1.3.7	database views	0.0	0	0			
3.1.3.8	integrity checking	0.0	0	0			
3.1.3.9	distributed database transactions	0.0	0	0.678	3.1.3.9. distributed database transactions		
3.1.4	query languages	0.233	0.21	0.933	3.1.4.1. relational database query languages; 3.1.4.3. query languages for non-relational engines; 3.1.4.4. call level interfaces; 3.1.4.2.1 xpath	3.1.4.2.2. xquery	
3.1.4.1	relational database query languages	0.0	0	0.233	3.1.4.1. relational database query languages		
3.1.4.2	xml query languages	0.233	0.21	0.233	3.1.4.2.1 xpath	3.1.4.2.2. xquery	
3.1.4.2.1	xpath	0.0	0	0			
3.1.4.2.2	xquery	0.233	0.21	0		3.1.4.2.2. xquery	
3.1.4.3	query languages for non-relational engines	0.0	0	0.233	3.1.4.3. query languages for non-relational engines		
3.1.4.4	call level interfaces	0.0	0	0			
3.1.5	information integration	0.0	0	0.717	3.1.5. information integration		
3.2	information systems applications	0.0	0	0.717	3.2. information systems applications		
3.3	world wide web	0.0	0	0.717	3.3. world wide web		
3.4	information retrieval	0.0	0	0.717	3.4. information retrieval		
3.5	internet of things	0.0	0	0.717	3.5. internet of things		
4	human-centered computing	0.0	0	1.0	4. human-centered computing		
5	computing methodologies	0.621	1.476	11.417	5.1. artificial intelligence; 5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.5. cross-validation; 5.2.3.1. classification and regression trees; 5.2.3.2. kernel methods; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.3.1. self organized map; 5.2.3.3.2. training approaches; 5.2.3.3.4. evolving nn; 5.2.3.3.5. ensembling; 5.2.3.3.3.2. fuzzy representation; 5.2.4.2. ensemble methods; 5.2.4.3. spectral methods; 5.2.4.5. regularization; 5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.3. policy iteration; 5.2.4.1.4. temporal difference learning; 5.2.6.1 auto-encoder; 5.2.6.4. recurrent neural networks rnn; 5.2.6.6. generative adversarial networks gan; 5.2.6.2.1. pooling	5.2.3.3.3.1. rule-based netwok archirtecture; 5.2.3.10. markov decision processes; 5.2.4.1.5. approximate dynamic programming methods; 5.2.4.4. feature selection; 5.2.6.2.2. dropout; 5.2.6.3. deep reinforcement learning drl; 5.2.6.5. transformer nn	
5.1	artificial intelligence	0.0	0	0.621	5.1. artificial intelligence		
5.2	machine learning	0.621	1.476	10.796	5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.5. cross-validation; 5.2.3.1. classification and regression trees; 5.2.3.2. kernel methods; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.3.1. self organized map; 5.2.3.3.2. training approaches; 5.2.3.3.4. evolving nn; 5.2.3.3.5. ensembling; 5.2.3.3.3.2. fuzzy representation; 5.2.4.2. ensemble methods; 5.2.4.3. spectral methods; 5.2.4.5. regularization; 5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.3. policy iteration; 5.2.4.1.4. temporal difference learning; 5.2.6.1 auto-encoder; 5.2.6.4. recurrent neural networks rnn; 5.2.6.6. generative adversarial networks gan; 5.2.6.2.1. pooling	5.2.3.3.3.1. rule-based netwok archirtecture; 5.2.3.10. markov decision processes; 5.2.4.1.5. approximate dynamic programming methods; 5.2.4.4. feature selection; 5.2.6.2.2. dropout; 5.2.6.3. deep reinforcement learning drl; 5.2.6.5. transformer nn	
5.2.1	learning paradigms	0.0	0	0.621	5.2.1. learning paradigms		
5.2.2	learning settings	0.0	0	0.621	5.2.2. learning settings		
5.2.3	machine learning approaches	0.343	0.436	5.7	5.2.3.1. classification and regression trees; 5.2.3.2. kernel methods; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.3.1. self organized map; 5.2.3.3.2. training approaches; 5.2.3.3.4. evolving nn; 5.2.3.3.5. ensembling; 5.2.3.3.3.2. fuzzy representation	5.2.3.3.3.1. rule-based netwok archirtecture; 5.2.3.10. markov decision processes	
5.2.3.1	classification and regression trees	0.0	0	0.343	5.2.3.1. classification and regression trees		
5.2.3.10	markov decision processes	0.236	0.212	0		5.2.3.10. markov decision processes	
5.2.3.11	partially-observable markov decision processes	0.0	0	0			
5.2.3.12	stochastic games	0.0	0	0			
5.2.3.13	learning latent representations	0.0	0	0.343	5.2.3.13. learning latent representations		
5.2.3.14	multiresolution	0.0	0	0			
5.2.3.15	support vector machines	0.0	0	0			
5.2.3.2	kernel methods	0.0	0	0.343	5.2.3.2. kernel methods		
5.2.3.3	neural networks	0.249	0.224	1.244	5.2.3.3.1. self organized map; 5.2.3.3.2. training approaches; 5.2.3.3.4. evolving nn; 5.2.3.3.5. ensembling; 5.2.3.3.3.2. fuzzy representation	5.2.3.3.3.1. rule-based netwok archirtecture	
5.2.3.3.1	self organized map	0.0	0	0			
5.2.3.3.2	training approaches	0.0	0	0.249	5.2.3.3.2. training approaches		
5.2.3.3.3	representation	0.249	0.224	0.249	5.2.3.3.3.2. fuzzy representation	5.2.3.3.3.1. rule-based netwok archirtecture	
5.2.3.3.3.1	rule-based netwok archirtecture	0.249	0.224	0		5.2.3.3.3.1. rule-based netwok archirtecture	
5.2.3.3.3.2	fuzzy representation	0.0	0	0			
5.2.3.3.4	evolving nn	0.0	0	0			
5.2.3.3.5	ensembling	0.0	0	0			
5.2.3.4	logical and relational learning	0.0	0	0.343	5.2.3.4. logical and relational learning		
5.2.3.5	learning in probabilistic graphical models	0.0	0	0.343	5.2.3.5. learning in probabilistic graphical models		
5.2.3.6	learning linear models	0.0	0	0.343	5.2.3.6. learning linear models		
5.2.3.7	factorization methods	0.0	0	0.343	5.2.3.7. factorization methods		
5.2.3.8	rule learning	0.0	0	0.343	5.2.3.8. rule learning		
5.2.3.9	instance-based learning	0.0	0	0			
5.2.4	machine learning algorithms	0.308	0.391	1.744	5.2.4.2. ensemble methods; 5.2.4.3. spectral methods; 5.2.4.5. regularization; 5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.3. policy iteration; 5.2.4.1.4. temporal difference learning	5.2.4.1.5. approximate dynamic programming methods; 5.2.4.4. feature selection	
5.2.4.1	dynamic programming for markov decision processes	0.205	0.185	0.821	5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.3. policy iteration; 5.2.4.1.4. temporal difference learning	5.2.4.1.5. approximate dynamic programming methods	
5.2.4.1.1	value iteration	0.0	0	0			
5.2.4.1.2	q-learning	0.0	0	0			
5.2.4.1.3	policy iteration	0.0	0	0			
5.2.4.1.4	temporal difference learning	0.0	0	0			
5.2.4.1.5	approximate dynamic programming methods	0.205	0.185	0		5.2.4.1.5. approximate dynamic programming methods	
5.2.4.2	ensemble methods	0.0	0	0.308	5.2.4.2. ensemble methods		
5.2.4.3	spectral methods	0.0	0	0.308	5.2.4.3. spectral methods		
5.2.4.4	feature selection	0.229	0.206	0		5.2.4.4. feature selection	
5.2.4.5	regularization	0.0	0	0.308	5.2.4.5. regularization		
5.2.5	cross-validation	0.0	0	0			
5.2.6	deep learning	0.416	0.648	1.49	5.2.6.1 auto-encoder; 5.2.6.4. recurrent neural networks rnn; 5.2.6.6. generative adversarial networks gan; 5.2.6.2.1. pooling	5.2.6.2.2. dropout; 5.2.6.3. deep reinforcement learning drl; 5.2.6.5. transformer nn	
5.2.6.1	auto-encoder	0.0	0	0			
5.2.6.2	convolution neural network	0.242	0.217	0.242	5.2.6.2.1. pooling	5.2.6.2.2. dropout	
5.2.6.2.1	pooling	0.0	0	0			
5.2.6.2.2	dropout	0.242	0.217	0		5.2.6.2.2. dropout	
5.2.6.3	deep reinforcement learning drl	0.229	0.206	0		5.2.6.3. deep reinforcement learning drl	
5.2.6.4	recurrent neural networks rnn	0.0	0	0			
5.2.6.5	transformer nn	0.25	0.225	0		5.2.6.5. transformer nn	
5.2.6.6	generative adversarial networks gan	0.0	0	0			
