index	name	u	p	V	G	H	L
2.1	probability and statistics	0.251	0.225	4.009	2.1.1. probabilistic representations; 2.1.2. probabilistic inference problems; 2.1.4. probabilistic algorithms; 2.1.5. statistical paradigms; 2.1.6. stochastic processes; 2.1.7. nonparametric statistics; 2.1.8. distribution functions; 2.1.9. multivariate statistics; 2.1.3.1. variable elimination; 2.1.3.2. loopy belief propagation; 2.1.3.4. expectation maximization; 2.1.3.5. markov-chain monte carlo methods; 2.1.3.6. sequential monte carlo methods; 2.1.3.7. kalman filters and hidden markov models; 2.1.3.8. resampling methods; 2.1.3.9. random number generation	2.1.3.3. variational methods	
2.1.1	probabilistic representations	0.0	0	0.251	2.1.1. probabilistic representations		
2.1.2	probabilistic inference problems	0.0	0	0.251	2.1.2. probabilistic inference problems		
2.1.3	probabilistic reasoning algorithms	0.251	0.225	2.004	2.1.3.1. variable elimination; 2.1.3.2. loopy belief propagation; 2.1.3.4. expectation maximization; 2.1.3.5. markov-chain monte carlo methods; 2.1.3.6. sequential monte carlo methods; 2.1.3.7. kalman filters and hidden markov models; 2.1.3.8. resampling methods; 2.1.3.9. random number generation	2.1.3.3. variational methods	
2.1.3.1	variable elimination	0.0	0	0			
2.1.3.2	loopy belief propagation	0.0	0	0			
2.1.3.3	variational methods	0.251	0.225	0		2.1.3.3. variational methods	
2.1.3.4	expectation maximization	0.0	0	0			
2.1.3.5	markov-chain monte carlo methods	0.0	0	0.251	2.1.3.5. markov-chain monte carlo methods		
2.1.3.6	sequential monte carlo methods	0.0	0	0			
2.1.3.7	kalman filters and hidden markov models	0.0	0	0.251	2.1.3.7. kalman filters and hidden markov models		
2.1.3.8	resampling methods	0.0	0	0.251	2.1.3.8. resampling methods		
2.1.3.9	random number generation	0.0	0	0			
2.1.4	probabilistic algorithms	0.0	0	0			
2.1.5	statistical paradigms	0.0	0	0.251	2.1.5. statistical paradigms		
2.1.6	stochastic processes	0.0	0	0.251	2.1.6. stochastic processes		
2.1.7	nonparametric statistics	0.0	0	0			
2.1.8	distribution functions	0.0	0	0			
2.1.9	multivariate statistics	0.0	0	0			
2.2	multiway data analysis	0.0	0	0.251	2.2. multiway data analysis		
3	information systems	0.0	0	1.0	3. information systems		
4	human-centered computing	0.0	0	1.0	4. human-centered computing		
5	computing methodologies	0.929	1.382	11.185	5.1. artificial intelligence; 5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.3. machine learning approaches; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.4. temporal difference learning; 5.2.4.1.5. approximate dynamic programming methods; 5.2.4.2.1. boosting; 5.2.4.2.2. bagging	5.2.4.1.3. policy iteration; 5.2.4.2.3. fusion of classifiers; 5.2.4.5. regularization	
5.1	artificial intelligence	0.0	0	0.929	5.1. artificial intelligence		
5.2	machine learning	0.929	1.382	10.256	5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.3. machine learning approaches; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.4. temporal difference learning; 5.2.4.1.5. approximate dynamic programming methods; 5.2.4.2.1. boosting; 5.2.4.2.2. bagging	5.2.4.1.3. policy iteration; 5.2.4.2.3. fusion of classifiers; 5.2.4.5. regularization	
5.2.1	learning paradigms	0.0	0	0.929	5.2.1. learning paradigms		
5.2.2	learning settings	0.0	0	0.929	5.2.2. learning settings		
5.2.3	machine learning approaches	0.0	0	0.929	5.2.3. machine learning approaches		
5.2.4	machine learning algorithms	0.929	1.382	5.609	5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.4. temporal difference learning; 5.2.4.1.5. approximate dynamic programming methods; 5.2.4.2.1. boosting; 5.2.4.2.2. bagging	5.2.4.1.3. policy iteration; 5.2.4.2.3. fusion of classifiers; 5.2.4.5. regularization	
5.2.4.1	dynamic programming for markov decision processes	0.624	0.562	2.496	5.2.4.1.1. value iteration; 5.2.4.1.2. q-learning; 5.2.4.1.4. temporal difference learning; 5.2.4.1.5. approximate dynamic programming methods	5.2.4.1.3. policy iteration	
5.2.4.1.1	value iteration	0.0	0	0			
5.2.4.1.2	q-learning	0.0	0	0			
5.2.4.1.3	policy iteration	0.624	0.562	0		5.2.4.1.3. policy iteration	
5.2.4.1.4	temporal difference learning	0.0	0	0			
5.2.4.1.5	approximate dynamic programming methods	0.0	0	0			
5.2.4.2	ensemble methods	0.627	0.564	1.254	5.2.4.2.1. boosting; 5.2.4.2.2. bagging	5.2.4.2.3. fusion of classifiers	
5.2.4.2.1	boosting	0.0	0	0			
5.2.4.2.2	bagging	0.0	0	0			
5.2.4.2.3	fusion of classifiers	0.627	0.564	0		5.2.4.2.3. fusion of classifiers	
5.2.4.3	spectral methods	0.0	0	0.929	5.2.4.3. spectral methods		
5.2.4.4	feature selection	0.0	0	0			
5.2.4.5	regularization	0.285	0.256	0		5.2.4.5. regularization	
5.2.5	cross-validation	0.0	0	0			
5.2.6	deep learning	0.0	0	0.929	5.2.6. deep learning		
