index	name	u	p	V	G	H	L
1.1.1.13.3	apprenticeship learning	0.0	0	0			
1.1.1.13.4	multi-agent reinforcement learning	0.0	0	0			
1.1.1.13.5	adversarial learning	0.0	0	0			
1.1.1.14	active learning	0.0	0	0			
1.1.1.15	semi-supervised learning	0.0	0	0			
1.1.1.16	markov decision processes	0.0	0	0			
1.1.1.17	regret bounds	0.0	0	0			
1.1.1.2	boolean function learning	0.0	0	0			
1.1.1.3	unsupervised learning and clustering	0.0	0	0			
1.1.1.4	kernel methods	0.461	0.415	0.923	1.1.1.4.1. support vector machines; 1.1.1.4.3. modelling	1.1.1.4.2. gaussian processes	
1.1.1.4.1	support vector machines	0.0	0	0			
1.1.1.4.2	gaussian processes	0.461	0.415	0		1.1.1.4.2. gaussian processes	
1.1.1.4.3	modelling	0.0	0	0			
1.1.1.5	boosting	0.0	0	0			
1.1.1.6	bayesian analysis	0.0	0	0			
1.1.1.7	inductive inference	0.0	0	0			
1.1.1.8	online learning theory	0.0	0	0			
1.1.1.9	multi-agent learning	0.0	0	0			
1.1.2	database theory	0.32	0.288	3.522	1.1.2.1. data exchange; 1.1.2.3. data modeling; 1.1.2.4. database query languages; 1.1.2.5. database constraints theory; 1.1.2.6. database interoperability; 1.1.2.7. data structures and algorithms for data management; 1.1.2.8. database query processing and optimization; 1.1.2.9. data integration; 1.1.2.10. logic and databases; 1.1.2.11. theory of database privacy and security; 1.1.2.12.  inconsistent	1.1.2.2. data provenance	
1.1.2.1	data exchange	0.0	0	0			
1.1.2.10	logic and databases	0.0	0	0			
1.1.2.11	theory of database privacy and security	0.0	0	0			
1.1.2.12	 inconsistent	0.0	0	0			
1.1.2.2	data provenance	0.32	0.288	0		1.1.2.2. data provenance	
1.1.2.3	data modeling	0.0	0	0			
1.1.2.4	database query languages	0.0	0	0			
1.1.2.5	database constraints theory	0.0	0	0			
1.1.2.6	database interoperability	0.0	0	0			
1.1.2.7	data structures and algorithms for data management	0.0	0	0			
1.1.2.8	database query processing and optimization	0.0	0	0			
1.1.2.9	data integration	0.0	0	0			
2	mathematics of computing	0.0	0	1.0	2. mathematics of computing		
3	information systems	0.32	0.288	5.763	3.2. information systems applications; 3.3. world wide web; 3.4. information retrieval; 3.5. internet of things; 3.1.2. data structures; 3.1.3. database management system engines; 3.1.4. query languages; 3.1.5. information integration; 3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data	3.1.1.5.3. data provenance	
3.1	data management systems	0.32	0.288	4.482	3.1.2. data structures; 3.1.3. database management system engines; 3.1.4. query languages; 3.1.5. information integration; 3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data	3.1.1.5.3. data provenance	
3.1.1	database design and models	0.32	0.288	3.201	3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data	3.1.1.5.3. data provenance	
3.1.1.1	relational database model	0.0	0	0			
3.1.1.2	entity relationship models	0.0	0	0			
3.1.1.3	graph-based database models	0.0	0	0.32	3.1.1.3. graph-based database models		
3.1.1.4	physical data models	0.0	0	0			
3.1.1.5	data model extensions	0.32	0.288	1.921	3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data	3.1.1.5.3. data provenance	
3.1.1.5.1	semi-structured data	0.0	0	0			
3.1.1.5.2	data streams	0.0	0	0			
3.1.1.5.3	data provenance	0.32	0.288	0		3.1.1.5.3. data provenance	
3.1.1.5.4	incomplete data	0.0	0	0			
3.1.1.5.5	temporal data	0.0	0	0			
3.1.1.5.6	uncertainty	0.0	0	0			
3.1.1.5.7	inconsistent data	0.0	0	0			
3.1.2	data structures	0.0	0	0.32	3.1.2. data structures		
3.1.3	database management system engines	0.0	0	0.32	3.1.3. database management system engines		
3.1.4	query languages	0.0	0	0.32	3.1.4. query languages		
3.1.5	information integration	0.0	0	0.32	3.1.5. information integration		
3.2	information systems applications	0.0	0	0.32	3.2. information systems applications		
3.3	world wide web	0.0	0	0.32	3.3. world wide web		
3.4	information retrieval	0.0	0	0.32	3.4. information retrieval		
3.5	internet of things	0.0	0	0.32	3.5. internet of things		
4	human-centered computing	0.0	0	1.0	4. human-centered computing		
5	computing methodologies	0.718	1.382	18.818	5.1.1. natural language processing; 5.1.2. knowledge engineering; 5.1.3.1. computer vision problems; 5.1.3.2.2. shape representations; 5.1.3.2.3. appearance and texture representations; 5.1.3.2.4. hierarchical representations; 5.2.2. learning settings; 5.2.4. machine learning algorithms; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.1.1. supervised learning; 5.2.1.2. unsupervised learning; 5.2.1.4. multi-task learning; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning; 5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.6. learning linear models; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.10. markov decision processes; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering; 5.2.3.5.1. maximum likelihood modeling; 5.2.3.5.2. maximum entropy modeling; 5.2.3.5.3. maximum a posteriori modeling; 5.2.3.5.4. mixture models; 5.2.3.5.5. latent variable models; 5.2.3.5.6. bayesian network models; 5.2.3.7.1. non-negative matrix factorization; 5.2.3.7.2. factor analysis; 5.2.3.7.4. canonical correlation analysis; 5.2.3.7.6. latent dirichlet allocation; 5.2.3.7.8. independent component analysis; 5.2.3.7.9. nonlinear principal components; 5.2.3.7.10. multidimentional scaling; 5.2.3.7.3.2. sparse pca	5.1.3.2.1. image representations; 5.2.1.3.1. sequential decision making; 5.2.3.2.2. gaussian processes; 5.2.3.5.7. markov network models; 5.2.3.7.3.1. 2d pca	
5.1	artificial intelligence	0.319	0.287	1.916	5.1.1. natural language processing; 5.1.2. knowledge engineering; 5.1.3.1. computer vision problems; 5.1.3.2.2. shape representations; 5.1.3.2.3. appearance and texture representations; 5.1.3.2.4. hierarchical representations	5.1.3.2.1. image representations	
5.1.1	natural language processing	0.0	0	0.319	5.1.1. natural language processing		
5.1.2	knowledge engineering	0.0	0	0.319	5.1.2. knowledge engineering		
5.1.3	computer vision	0.319	0.287	1.277	5.1.3.1. computer vision problems; 5.1.3.2.2. shape representations; 5.1.3.2.3. appearance and texture representations; 5.1.3.2.4. hierarchical representations	5.1.3.2.1. image representations	
5.1.3.1	computer vision problems	0.0	0	0.319	5.1.3.1. computer vision problems		
5.1.3.2	computer vision representations	0.319	0.287	0.958	5.1.3.2.2. shape representations; 5.1.3.2.3. appearance and texture representations; 5.1.3.2.4. hierarchical representations	5.1.3.2.1. image representations	
5.1.3.2.1	image representations	0.319	0.287	0		5.1.3.2.1. image representations	
5.1.3.2.2	shape representations	0.0	0	0			
5.1.3.2.3	appearance and texture representations	0.0	0	0			
5.1.3.2.4	hierarchical representations	0.0	0	0			
5.2	machine learning	0.643	1.095	16.902	5.2.2. learning settings; 5.2.4. machine learning algorithms; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.1.1. supervised learning; 5.2.1.2. unsupervised learning; 5.2.1.4. multi-task learning; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning; 5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.6. learning linear models; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.10. markov decision processes; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering; 5.2.3.5.1. maximum likelihood modeling; 5.2.3.5.2. maximum entropy modeling; 5.2.3.5.3. maximum a posteriori modeling; 5.2.3.5.4. mixture models; 5.2.3.5.5. latent variable models; 5.2.3.5.6. bayesian network models; 5.2.3.7.1. non-negative matrix factorization; 5.2.3.7.2. factor analysis; 5.2.3.7.4. canonical correlation analysis; 5.2.3.7.6. latent dirichlet allocation; 5.2.3.7.8. independent component analysis; 5.2.3.7.9. nonlinear principal components; 5.2.3.7.10. multidimentional scaling; 5.2.3.7.3.2. sparse pca	5.2.1.3.1. sequential decision making; 5.2.3.2.2. gaussian processes; 5.2.3.5.7. markov network models; 5.2.3.7.3.1. 2d pca	
5.2.1	learning paradigms	0.259	0.233	1.812	5.2.1.1. supervised learning; 5.2.1.2. unsupervised learning; 5.2.1.4. multi-task learning; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning	5.2.1.3.1. sequential decision making	
5.2.1.1	supervised learning	0.0	0	0.259	5.2.1.1. supervised learning		
5.2.1.2	unsupervised learning	0.0	0	0.259	5.2.1.2. unsupervised learning		
5.2.1.3	reinforcement learning	0.259	0.233	1.036	5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning	5.2.1.3.1. sequential decision making	
5.2.1.3.1	sequential decision making	0.259	0.233	0		5.2.1.3.1. sequential decision making	
5.2.1.3.2	inverse reinforcement learning	0.0	0	0			
5.2.1.3.3	apprenticeship learning	0.0	0	0			
5.2.1.3.4	multi-agent reinforcement learning	0.0	0	0			
5.2.1.3.5	adversarial learning	0.0	0	0			
5.2.1.4	multi-task learning	0.0	0	0.259	5.2.1.4. multi-task learning		
5.2.2	learning settings	0.0	0	0.643	5.2.2. learning settings		
5.2.3	machine learning approaches	0.588	0.862	12.519	5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.6. learning linear models; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.10. markov decision processes; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering; 5.2.3.5.1. maximum likelihood modeling; 5.2.3.5.2. maximum entropy modeling; 5.2.3.5.3. maximum a posteriori modeling; 5.2.3.5.4. mixture models; 5.2.3.5.5. latent variable models; 5.2.3.5.6. bayesian network models; 5.2.3.7.1. non-negative matrix factorization; 5.2.3.7.2. factor analysis; 5.2.3.7.4. canonical correlation analysis; 5.2.3.7.6. latent dirichlet allocation; 5.2.3.7.8. independent component analysis; 5.2.3.7.9. nonlinear principal components; 5.2.3.7.10. multidimentional scaling; 5.2.3.7.3.2. sparse pca	5.2.3.2.2. gaussian processes; 5.2.3.5.7. markov network models; 5.2.3.7.3.1. 2d pca	
5.2.3.1	classification and regression trees	0.0	0	0.588	5.2.3.1. classification and regression trees		
5.2.3.10	markov decision processes	0.0	0	0			
5.2.3.11	partially-observable markov decision processes	0.0	0	0			
5.2.3.12	stochastic games	0.0	0	0			
5.2.3.13	learning latent representations	0.0	0	0.588	5.2.3.13. learning latent representations		
5.2.3.14	multiresolution	0.0	0	0			
5.2.3.15	support vector machines	0.0	0	0			
5.2.3.2	kernel methods	0.461	0.415	1.846	5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering	5.2.3.2.2. gaussian processes	
5.2.3.2.1	kernel support vector machines	0.0	0	0.461	5.2.3.2.1. kernel support vector machines		
5.2.3.2.2	gaussian processes	0.461	0.415	0		5.2.3.2.2. gaussian processes	
5.2.3.2.3	kernel matrix	0.0	0	0			
5.2.3.2.4	kernel independent components	0.0	0	0			
5.2.3.2.5	kernel-based clustering	0.0	0	0			
5.2.3.3	neural networks	0.0	0	0.588	5.2.3.3. neural networks		
5.2.3.4	logical and relational learning	0.0	0	0.588	5.2.3.4. logical and relational learning		
5.2.3.5	learning in probabilistic graphical models	0.176	0.159	1.059	5.2.3.5.1. maximum likelihood modeling; 5.2.3.5.2. maximum entropy modeling; 5.2.3.5.3. maximum a posteriori modeling; 5.2.3.5.4. mixture models; 5.2.3.5.5. latent variable models; 5.2.3.5.6. bayesian network models	5.2.3.5.7. markov network models	
5.2.3.5.1	maximum likelihood modeling	0.0	0	0			
5.2.3.5.2	maximum entropy modeling	0.0	0	0			
5.2.3.5.3	maximum a posteriori modeling	0.0	0	0			
5.2.3.5.4	mixture models	0.0	0	0			
5.2.3.5.5	latent variable models	0.0	0	0			
5.2.3.5.6	bayesian network models	0.0	0	0			
5.2.3.5.7	markov network models	0.176	0.159	0		5.2.3.5.7. markov network models	
5.2.3.6	learning linear models	0.0	0	0.588	5.2.3.6. learning linear models		
5.2.3.7	factorization methods	0.319	0.287	2.555	5.2.3.7.1. non-negative matrix factorization; 5.2.3.7.2. factor analysis; 5.2.3.7.4. canonical correlation analysis; 5.2.3.7.6. latent dirichlet allocation; 5.2.3.7.8. independent component analysis; 5.2.3.7.9. nonlinear principal components; 5.2.3.7.10. multidimentional scaling; 5.2.3.7.3.2. sparse pca	5.2.3.7.3.1. 2d pca	
5.2.3.7.1	non-negative matrix factorization	0.0	0	0			
5.2.3.7.10	multidimentional scaling	0.0	0	0.319	5.2.3.7.10. multidimentional scaling		
5.2.3.7.2	factor analysis	0.0	0	0			
5.2.3.7.3	principal component analysis	0.319	0.287	0.319	5.2.3.7.3.2. sparse pca	5.2.3.7.3.1. 2d pca	
5.2.3.7.3.1	2d pca	0.319	0.287	0		5.2.3.7.3.1. 2d pca	
5.2.3.7.3.2	sparse pca	0.0	0	0			
5.2.3.7.4	canonical correlation analysis	0.0	0	0			
5.2.3.7.6	latent dirichlet allocation	0.0	0	0			
5.2.3.7.8	independent component analysis	0.0	0	0			
5.2.3.7.9	nonlinear principal components	0.0	0	0			
5.2.3.8	rule learning	0.0	0	0.588	5.2.3.8. rule learning		
5.2.3.9	instance-based learning	0.0	0	0			
5.2.4	machine learning algorithms	0.0	0	0.643	5.2.4. machine learning algorithms		
5.2.5	cross-validation	0.0	0	0			
5.2.6	deep learning	0.0	0	0.643	5.2.6. deep learning		
