index	name	u	p	V	G	H	L
1.1.1.4	kernel methods	0.161	0.145	0.322	1.1.1.4.1. support vector machines; 1.1.1.4.3. modelling	1.1.1.4.2. gaussian processes	
1.1.1.4.1	support vector machines	0.0	0	0			
1.1.1.4.2	gaussian processes	0.161	0.145	0		1.1.1.4.2. gaussian processes	
1.1.1.4.3	modelling	0.0	0	0			
1.1.1.5	boosting	0.0	0	0			
1.1.1.6	bayesian analysis	0.0	0	0			
1.1.1.7	inductive inference	0.0	0	0			
1.1.1.8	online learning theory	0.0	0	0			
1.1.1.9	multi-agent learning	0.0	0	0			
1.1.2	database theory	0.0	0	0.614	1.1.2. database theory		
2	mathematics of computing	0.0	0	1.0	2. mathematics of computing		
3	information systems	0.45	0.695	11.347	3.3. world wide web; 3.5. internet of things; 3.1.1. database design and models; 3.1.2. data structures; 3.1.3. database management system engines; 3.1.4. query languages; 3.1.5.1. deduplication; 3.1.5.2. extraction transformation and loading; 3.1.5.3. data exchange; 3.1.5.5. wrappers; 3.1.5.6. mediators and data integration; 3.1.5.7. entity resolution; 3.1.5.8. data warehouses; 3.1.5.9. federated databases; 3.1.5.10. quality of the data; 3.1.5.11. validation of data; 3.1.5.12. automatic data extraction; 3.2.1.2. collaborative filtering; 3.2.1.3. association rules; 3.2.1.4. clustering; 3.2.1.5. nearest-neighbor search; 3.2.1.6. data stream mining; 3.2.1.7. graph mining; 3.2.1.8. process mining; 3.2.1.11. text mining; 3.2.1.10. data mining tools; 3.2.1.9. sequence mining; 3.2.1.12. formal concept analysis; 3.4.1. document representation; 3.4.2. information retrieval query processing; 3.4.3. users and interactive retrieval; 3.4.4. retrieval models and ranking; 3.4.6. evaluation of retrieval results; 3.4.7. specialized information retrieval; 3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.4. information extraction; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence	3.1.5.4. data cleaning; 3.2.1.1. data cleaning; 3.4.5.3. recommender systems	
3.1	data management systems	0.283	0.255	4.243	3.1.1. database design and models; 3.1.2. data structures; 3.1.3. database management system engines; 3.1.4. query languages; 3.1.5.1. deduplication; 3.1.5.2. extraction transformation and loading; 3.1.5.3. data exchange; 3.1.5.5. wrappers; 3.1.5.6. mediators and data integration; 3.1.5.7. entity resolution; 3.1.5.8. data warehouses; 3.1.5.9. federated databases; 3.1.5.10. quality of the data; 3.1.5.11. validation of data; 3.1.5.12. automatic data extraction	3.1.5.4. data cleaning	
3.1.1	database design and models	0.0	0	0.283	3.1.1. database design and models		
3.1.2	data structures	0.0	0	0.283	3.1.2. data structures		
3.1.3	database management system engines	0.0	0	0.283	3.1.3. database management system engines		
3.1.4	query languages	0.0	0	0.283	3.1.4. query languages		
3.1.5	information integration	0.283	0.255	3.111	3.1.5.1. deduplication; 3.1.5.2. extraction transformation and loading; 3.1.5.3. data exchange; 3.1.5.5. wrappers; 3.1.5.6. mediators and data integration; 3.1.5.7. entity resolution; 3.1.5.8. data warehouses; 3.1.5.9. federated databases; 3.1.5.10. quality of the data; 3.1.5.11. validation of data; 3.1.5.12. automatic data extraction	3.1.5.4. data cleaning	
3.1.5.1	deduplication	0.0	0	0			
3.1.5.10	quality of the data	0.0	0	0			
3.1.5.11	validation of data	0.0	0	0			
3.1.5.12	automatic data extraction	0.0	0	0.283	3.1.5.12. automatic data extraction		
3.1.5.2	extraction transformation and loading	0.0	0	0			
3.1.5.3	data exchange	0.0	0	0			
3.1.5.4	data cleaning	0.283	0.255	0		3.1.5.4. data cleaning	
3.1.5.5	wrappers	0.0	0	0			
3.1.5.6	mediators and data integration	0.0	0	0			
3.1.5.7	entity resolution	0.0	0	0			
3.1.5.8	data warehouses	0.0	0	0			
3.1.5.9	federated databases	0.0	0	0			
3.2	information systems applications	0.283	0.255	3.111	3.2.1.2. collaborative filtering; 3.2.1.3. association rules; 3.2.1.4. clustering; 3.2.1.5. nearest-neighbor search; 3.2.1.6. data stream mining; 3.2.1.7. graph mining; 3.2.1.8. process mining; 3.2.1.11. text mining; 3.2.1.10. data mining tools; 3.2.1.9. sequence mining; 3.2.1.12. formal concept analysis	3.2.1.1. data cleaning	
3.2.1.1	data cleaning	0.283	0.255	0		3.2.1.1. data cleaning	
3.2.1.10	data mining tools	0.0	0	0			
3.2.1.11	text mining	0.0	0	0.283	3.2.1.11. text mining		
3.2.1.12	formal concept analysis	0.0	0	0			
3.2.1.2	collaborative filtering	0.0	0	0.283	3.2.1.2. collaborative filtering		
3.2.1.3	association rules	0.0	0	0.283	3.2.1.3. association rules		
3.2.1.4	clustering	0.0	0	0.283	3.2.1.4. clustering		
3.2.1.5	nearest-neighbor search	0.0	0	0			
3.2.1.6	data stream mining	0.0	0	0			
3.2.1.7	graph mining	0.0	0	0.283	3.2.1.7. graph mining		
3.2.1.8	process mining	0.0	0	0			
3.2.1.9	sequence mining	0.0	0	0.283	3.2.1.9. sequence mining		
3.3	world wide web	0.0	0	0.45	3.3. world wide web		
3.4	information retrieval	0.206	0.186	3.093	3.4.1. document representation; 3.4.2. information retrieval query processing; 3.4.3. users and interactive retrieval; 3.4.4. retrieval models and ranking; 3.4.6. evaluation of retrieval results; 3.4.7. specialized information retrieval; 3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.4. information extraction; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence	3.4.5.3. recommender systems	
3.4.1	document representation	0.0	0	0.206	3.4.1. document representation		
3.4.2	information retrieval query processing	0.0	0	0.206	3.4.2. information retrieval query processing		
3.4.3	users and interactive retrieval	0.0	0	0.206	3.4.3. users and interactive retrieval		
3.4.4	retrieval models and ranking	0.0	0	0.206	3.4.4. retrieval models and ranking		
3.4.5	retrieval tasks and goals	0.206	0.186	1.856	3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.4. information extraction; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence	3.4.5.3. recommender systems	
3.4.5.1	question answering	0.0	0	0			
3.4.5.10	business intelligence	0.0	0	0			
3.4.5.2	document filtering	0.0	0	0			
3.4.5.3	recommender systems	0.206	0.186	0		3.4.5.3. recommender systems	
3.4.5.4	information extraction	0.0	0	0			
3.4.5.5	sentiment analysis	0.0	0	0			
3.4.5.6	expert search	0.0	0	0			
3.4.5.7	near-duplicate and plagiarism detection	0.0	0	0			
3.4.5.8	clustering and classification	0.0	0	0			
3.4.5.9	summarization	0.0	0	0			
3.4.6	evaluation of retrieval results	0.0	0	0.206	3.4.6. evaluation of retrieval results		
3.4.7	specialized information retrieval	0.0	0	0.206	3.4.7. specialized information retrieval		
3.5	internet of things	0.0	0	0.45	3.5. internet of things		
4	human-centered computing	0.0	0	1.0	4. human-centered computing		
5	computing methodologies	0.648	1.069	11.185	5.1.1. natural language processing; 5.1.3. computer vision; 5.1.2.1. knowledge representation and reasoning; 5.1.2.2.1.  knowledge sharing; 5.1.2.2.2. cognitive robotics; 5.1.2.2.3. ontology engineering; 5.1.2.2.4. semantic inference; 5.1.2.2.6. conceptual design; 5.1.2.2.7. schema matching; 5.1.2.2.8. knowledge graph; 5.1.2.2.9. taxonomy mapping; 5.2.2. learning settings; 5.2.4. machine learning algorithms; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.1.1. supervised learning; 5.2.1.2. unsupervised learning; 5.2.1.4. multi-task learning; 5.2.1.3.1. sequential decision making; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning; 5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.10. markov decision processes; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering	5.1.2.2.5. recommender systems; 5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.3.2.2. gaussian processes	
5.1	artificial intelligence	0.206	0.186	2.269	5.1.1. natural language processing; 5.1.3. computer vision; 5.1.2.1. knowledge representation and reasoning; 5.1.2.2.1.  knowledge sharing; 5.1.2.2.2. cognitive robotics; 5.1.2.2.3. ontology engineering; 5.1.2.2.4. semantic inference; 5.1.2.2.6. conceptual design; 5.1.2.2.7. schema matching; 5.1.2.2.8. knowledge graph; 5.1.2.2.9. taxonomy mapping	5.1.2.2.5. recommender systems	
5.1.1	natural language processing	0.0	0	0.206	5.1.1. natural language processing		
5.1.2	knowledge engineering	0.206	0.186	1.856	5.1.2.1. knowledge representation and reasoning; 5.1.2.2.1.  knowledge sharing; 5.1.2.2.2. cognitive robotics; 5.1.2.2.3. ontology engineering; 5.1.2.2.4. semantic inference; 5.1.2.2.6. conceptual design; 5.1.2.2.7. schema matching; 5.1.2.2.8. knowledge graph; 5.1.2.2.9. taxonomy mapping	5.1.2.2.5. recommender systems	
5.1.2.1	knowledge representation and reasoning	0.0	0	0.206	5.1.2.1. knowledge representation and reasoning		
5.1.2.2	knowledge management	0.206	0.186	1.65	5.1.2.2.1.  knowledge sharing; 5.1.2.2.2. cognitive robotics; 5.1.2.2.3. ontology engineering; 5.1.2.2.4. semantic inference; 5.1.2.2.6. conceptual design; 5.1.2.2.7. schema matching; 5.1.2.2.8. knowledge graph; 5.1.2.2.9. taxonomy mapping	5.1.2.2.5. recommender systems	
5.1.2.2.1	 knowledge sharing	0.0	0	0			
5.1.2.2.2	cognitive robotics	0.0	0	0			
5.1.2.2.3	ontology engineering	0.0	0	0			
5.1.2.2.4	semantic inference	0.0	0	0			
5.1.2.2.5	recommender systems	0.206	0.186	0		5.1.2.2.5. recommender systems	
5.1.2.2.6	conceptual design	0.0	0	0			
5.1.2.2.7	schema matching	0.0	0	0			
5.1.2.2.8	knowledge graph	0.0	0	0			
5.1.2.2.9	taxonomy mapping	0.0	0	0			
5.1.3	computer vision	0.0	0	0.206	5.1.3. computer vision		
5.2	machine learning	0.614	0.883	8.916	5.2.2. learning settings; 5.2.4. machine learning algorithms; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.1.1. supervised learning; 5.2.1.2. unsupervised learning; 5.2.1.4. multi-task learning; 5.2.1.3.1. sequential decision making; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning; 5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.10. markov decision processes; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering	5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning; 5.2.3.2.2. gaussian processes	
5.2.1	learning paradigms	0.593	0.738	3.557	5.2.1.1. supervised learning; 5.2.1.2. unsupervised learning; 5.2.1.4. multi-task learning; 5.2.1.3.1. sequential decision making; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning	5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning	
5.2.1.1	supervised learning	0.0	0	0.593	5.2.1.1. supervised learning		
5.2.1.2	unsupervised learning	0.0	0	0.593	5.2.1.2. unsupervised learning		
5.2.1.3	reinforcement learning	0.593	0.738	1.779	5.2.1.3.1. sequential decision making; 5.2.1.3.4. multi-agent reinforcement learning; 5.2.1.3.5. adversarial learning	5.2.1.3.2. inverse reinforcement learning; 5.2.1.3.3. apprenticeship learning	
5.2.1.3.1	sequential decision making	0.0	0	0			
5.2.1.3.2	inverse reinforcement learning	0.497	0.447	0		5.2.1.3.2. inverse reinforcement learning	
5.2.1.3.3	apprenticeship learning	0.323	0.291	0		5.2.1.3.3. apprenticeship learning	
5.2.1.3.4	multi-agent reinforcement learning	0.0	0	0			
5.2.1.3.5	adversarial learning	0.0	0	0			
5.2.1.4	multi-task learning	0.0	0	0.593	5.2.1.4. multi-task learning		
5.2.2	learning settings	0.0	0	0.614	5.2.2. learning settings		
5.2.3	machine learning approaches	0.161	0.145	2.902	5.2.3.1. classification and regression trees; 5.2.3.3. neural networks; 5.2.3.4. logical and relational learning; 5.2.3.5. learning in probabilistic graphical models; 5.2.3.6. learning linear models; 5.2.3.7. factorization methods; 5.2.3.8. rule learning; 5.2.3.9. instance-based learning; 5.2.3.10. markov decision processes; 5.2.3.11. partially-observable markov decision processes; 5.2.3.12. stochastic games; 5.2.3.13. learning latent representations; 5.2.3.14. multiresolution; 5.2.3.15. support vector machines; 5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering	5.2.3.2.2. gaussian processes	
5.2.3.1	classification and regression trees	0.0	0	0.161	5.2.3.1. classification and regression trees		
5.2.3.10	markov decision processes	0.0	0	0			
5.2.3.11	partially-observable markov decision processes	0.0	0	0			
5.2.3.12	stochastic games	0.0	0	0			
5.2.3.13	learning latent representations	0.0	0	0.161	5.2.3.13. learning latent representations		
5.2.3.14	multiresolution	0.0	0	0			
5.2.3.15	support vector machines	0.0	0	0			
5.2.3.2	kernel methods	0.161	0.145	0.645	5.2.3.2.1. kernel support vector machines; 5.2.3.2.3. kernel matrix; 5.2.3.2.4. kernel independent components; 5.2.3.2.5. kernel-based clustering	5.2.3.2.2. gaussian processes	
5.2.3.2.1	kernel support vector machines	0.0	0	0.161	5.2.3.2.1. kernel support vector machines		
5.2.3.2.2	gaussian processes	0.161	0.145	0		5.2.3.2.2. gaussian processes	
5.2.3.2.3	kernel matrix	0.0	0	0			
5.2.3.2.4	kernel independent components	0.0	0	0			
5.2.3.2.5	kernel-based clustering	0.0	0	0			
5.2.3.3	neural networks	0.0	0	0.161	5.2.3.3. neural networks		
5.2.3.4	logical and relational learning	0.0	0	0.161	5.2.3.4. logical and relational learning		
5.2.3.5	learning in probabilistic graphical models	0.0	0	0.161	5.2.3.5. learning in probabilistic graphical models		
5.2.3.6	learning linear models	0.0	0	0.161	5.2.3.6. learning linear models		
5.2.3.7	factorization methods	0.0	0	0.161	5.2.3.7. factorization methods		
5.2.3.8	rule learning	0.0	0	0.161	5.2.3.8. rule learning		
5.2.3.9	instance-based learning	0.0	0	0			
5.2.4	machine learning algorithms	0.0	0	0.614	5.2.4. machine learning algorithms		
5.2.5	cross-validation	0.0	0	0			
5.2.6	deep learning	0.0	0	0.614	5.2.6. deep learning		
