index	name	u	p	V	G	H	L
5	computing methodologies	0.892	1.264	7.861	5.1. artificial intelligence; 5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.3. machine learning approaches; 5.2.4.1. dynamic programming for markov decision processes; 5.2.4.2. ensemble methods; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.6.1 auto-encoder; 5.2.6.2. convolution neural network; 5.2.6.3. deep reinforcement learning drl; 5.2.6.4. recurrent neural networks rnn; 5.2.6.5. transformer nn	5.2.4.5. regularization; 5.2.5. cross-validation; 5.2.6.6. generative adversarial networks gan	
5.1	artificial intelligence	0.0	0	0.892	5.1. artificial intelligence		
5.2	machine learning	0.892	1.264	6.969	5.2.1. learning paradigms; 5.2.2. learning settings; 5.2.3. machine learning approaches; 5.2.4.1. dynamic programming for markov decision processes; 5.2.4.2. ensemble methods; 5.2.4.3. spectral methods; 5.2.4.4. feature selection; 5.2.6.1 auto-encoder; 5.2.6.2. convolution neural network; 5.2.6.3. deep reinforcement learning drl; 5.2.6.4. recurrent neural networks rnn; 5.2.6.5. transformer nn	5.2.4.5. regularization; 5.2.5. cross-validation; 5.2.6.6. generative adversarial networks gan	
5.2.1	learning paradigms	0.0	0	0.892	5.2.1. learning paradigms		
5.2.2	learning settings	0.0	0	0.892	5.2.2. learning settings		
5.2.3	machine learning approaches	0.0	0	0.892	5.2.3. machine learning approaches		
5.2.4	machine learning algorithms	0.76	0.684	3.04	5.2.4.1. dynamic programming for markov decision processes; 5.2.4.2. ensemble methods; 5.2.4.3. spectral methods; 5.2.4.4. feature selection	5.2.4.5. regularization	
5.2.4.1	dynamic programming for markov decision processes	0.0	0	0.76	5.2.4.1. dynamic programming for markov decision processes		
5.2.4.2	ensemble methods	0.0	0	0.76	5.2.4.2. ensemble methods		
5.2.4.3	spectral methods	0.0	0	0.76	5.2.4.3. spectral methods		
5.2.4.4	feature selection	0.0	0	0			
5.2.4.5	regularization	0.76	0.684	0		5.2.4.5. regularization	
5.2.5	cross-validation	0.394	0.354	0		5.2.5. cross-validation	
5.2.6	deep learning	0.251	0.226	1.254	5.2.6.1 auto-encoder; 5.2.6.2. convolution neural network; 5.2.6.3. deep reinforcement learning drl; 5.2.6.4. recurrent neural networks rnn; 5.2.6.5. transformer nn	5.2.6.6. generative adversarial networks gan	
5.2.6.1	auto-encoder	0.0	0	0			
5.2.6.2	convolution neural network	0.0	0	0.251	5.2.6.2. convolution neural network		
5.2.6.3	deep reinforcement learning drl	0.0	0	0			
5.2.6.4	recurrent neural networks rnn	0.0	0	0			
5.2.6.5	transformer nn	0.0	0	0			
5.2.6.6	generative adversarial networks gan	0.251	0.226	0		5.2.6.6. generative adversarial networks gan	
